id,nom,prenom,genre,age,pays,ville,type_etablissement,etablissement,niveau,email,moyenne,absence,diplome
STU_000871,El Amrani,Hugo,F,10,Allemagne,Lille,École Primaire,Lycée Moulay Youssef,3ème,ava.davies673@school.edu,11.825301573916455,17,Baccalauréat
STU_000674,Roy,Ahmed,F,14,USA,Rabat,University,McGill University,4º ESO,ethan.wilson913@school.edu,16.367426571487346,6,Master
STU_000743,Schmidt,Ali,M,13,Allemagne,Berlin,École Primaire,Schiller-Gymnasium,CM1,sophia.schneider96@school.edu,12.511875064680181,1,Abitur
STU_000285,Williams,Emily,F,8,Espagne,Seattle,Secondary School,Eton College,Second Year,hugo.lópez108@edu,13.62492171800281,5,PhD
STU_000514,Fernández,Emilia,F,8,Allemagne,Marrakech,Université,Schiller-Gymnasium,5ème,zoe.durand899@school.edu,13.080107286257373,8,Master's
STU_001326,Martin,Oliver,M,10,Maroc,Madrid,Primaria,Lycée Descartes,Grade 9,lina.muller815@edu,14.656203038034615,6,Bachelor's
STU_000096,Chakir,Ikram,M,6,France,Casablanca,Lycée,Lycée Condorcet,2ème AC,oliver.johnson333@school.edu,16.15207568483782,9,Certificat Primaire
STU_001187,Garcia,Lena,M,12,France,Vancouver,Elementary School,Imperial College London,Grade 1,luis.muller910@school.edu,12.209651608179017,8,Master
STU_001428,Sánchez,Ahmed,M,16,Maroc,Fès,Lycée,University of Alberta,1º ESO,emma.garcia778@edu,12.166661004109718,7,Doctorat
STU_000237,Sqalli,Lucía,M,14,Allemagne,Madrid,Secundaria,Instituto Lope de Vega,Year 4,nour.tazi916@school.edu,16.77236224276364,6,Baccalauréat
STU_001377,Müller,Amine,M,22,Maroc,Tanger,Secondary School,Collège Pierre et Marie Curie,6ème,mehdi.tazi967@school.edu,15.472296104085842,7,A-Level
STU_001242,Becker,Lena,F,13,Allemagne,Leipzig,Gymnasium,Université Hassan II,2. Semester,finn.wagner714@school.edu,16.632302828324303,9,Bachelor
STU_001639,López,Laila,M,7,Espagne,Sevilla,Primaria,Pine Elementary,6º Primaria,aicha.elamrani226@edu,16.93580755515692,5,Máster
STU_001208,Bennani,Martina,F,22,Espagne,Valencia,Universidad,Colegio Cervantes,1º Primaria,alejandro.martín968@school.edu,16.333629907478187,3,ESO
STU_001117,Wilson,Martina,M,8,USA,Frankfurt,Primary School,Eton College,Postgraduate,david.brown691@school.edu,13.000697069395374,9,PhD
STU_001133,Williams,Emily,M,7,Canada,Winnipeg,Secondary School,Maple Elementary,Grade 12,leo.gómez908@school.edu,16.347049311043556,8,Baccalauréat
STU_001089,El Amrani,Benjamin,M,8,Allemagne,Birmingham,Secondary School,Schiller-Gymnasium,Grade 8,ethan.martin109@school.edu,11.457900070073885,5,Grado
STU_000759,Johnson,Noah,M,6,UK,Calgary,University,King's Primary School,Licence 3,laila.alaoui425@school.edu,15.656477651738852,18,Abitur
STU_000848,Chakir,Alexander,F,4,Maroc,Sevilla,École Primaire,Central High School,Seconde,mathis.dupont845@school.edu,14.115225725813833,5,Bachelor's
