id,nom,prenom,genre,age,pays,ville,type_etablissement,etablissement,niveau,email,moyenne,absence,diplome
STU_001728,Dupont,Oscar,F,8,Canada,Tanger,Lycée,Collège Al Ghazali,3ème AC,joseph.brown47@school.edu,13.785793648822338,16,Master
STU_001768,Taylor,Paul,M,7,Canada,Oxford,Elementary School,Roosevelt Elementary,Grade 3,elias.hoffmann506@school.edu,13.14727484236283,4,Master
STU_001880,MacDonald,Oliver,M,17,Espagne,Houston,Universität,Lycée Descartes,Senior,mohamed.fassi615@school.edu,12.565046277547564,8,PhD
STU_000644,Becker,Noah,M,12,Allemagne,New York,Gymnasium,Lycée Moulay Youssef,5ème,william.garcia535@school.edu,16.58149949455498,9,Bachelor's Degree
STU_001883,Williams,Harry,M,7,Canada,Cambridge,Secondary School,Lycée Mohammed V,6ème,leo.rodríguez441@edu,13.421237674594616,9,Master
STU_000613,Leroy,Sophia,M,16,Allemagne,Edmonton,Middle School,Collège Jean Moulin,Year 11,james.jones420@school.edu,12.887367708488835,5,High School Diploma
STU_000177,García,Mateo,F,18,Espagne,Edmonton,Secundaria,Kennedy Middle School,1º ESO,gabriel.thomas792@school.edu,12.873770073458527,6,Bachillerato
STU_000327,Martin,Emily,M,19,Espagne,Toulouse,Lycée,Collège Ibn Khaldoun,3ème AC,alexander.tremblay165@school.edu,14.765181778043853,8,PhD
STU_001763,Leroy,Mia,M,22,Allemagne,Frankfurt,Lycée,École Pasteur,2ème Bac,aicha.tazi126@edu,12.565081093375168,4,Certificat Primaire
STU_000199,Davies,Laila,M,11,France,Casablanca,École Primaire,University of Toronto,5ème année,lena.becker296@school.edu,13.353300825950807,8,Baccalauréat
STU_001542,Anderson,Jessica,M,5,France,Edmonton,École Primaire,Instituto Giner de los Ríos,Postgraduate,benjamin.smith243@edu,14.99492846148997,4,Bachelor's
STU_000309,Leroy,Louis,M,11,France,Hamburg,Université,Humboldt-Gymnasium,4º Primaria,noah.thomas750@school.edu,12.107617197830825,9,Brevet
STU_001442,Leroy,Marwa,F,21,Maroc,Tanger,Collège,Lycée Janson de Sailly,3ème AC,daniela.lópez320@edu,12.65632461459534,5,Doctorat
STU_001950,Fassi,Hannah,M,20,Canada,Oxford,Gymnasium,Universidad Complutense,1º ESO,isla.davies543@school.edu,16.87171694107207,8,Bachelor's Degree
STU_000808,López,Lucía,F,8,Espagne,Zaragoza,Universidad,Universidad de Barcelona,Grade 9,amina.idrissi670@school.edu,14.676962114141563,9,Bachillerato
STU_000049,Roy,María,M,15,Allemagne,Hamburg,École Primaire,Schiller Grundschule,6º Primaria,clara.dupont588@school.edu,16.847716012285748,2,Master
STU_000315,Petit,Nour,M,11,USA,Berlin,Université,Université Lyon 1,5º Primaria,michael.brown319@school.edu,16.082518957342216,4,Master
STU_001674,Williams,Laila,F,8,Canada,Edmonton,University,Pine Elementary,Klasse 2,leon.muller222@school.edu,15.817232183557417,10,Bachelor's Degree
STU_001813,Leroy,Jack,M,24,France,Tanger,Lycée,École Ibn Sina,2ème Bac,amelia.johnson483@school.edu,15.825502172397313,3,Brevet
STU_001916,Bennani,David,M,8,Maroc,Nantes,Collège,Imperial College London,Junior,noah.smith646@school.edu,12.632165117644018,4,Licence
STU_001955,Taylor,Sarah,M,7,Espagne,Marseille,Elementary School,Lycée Hassan II,Klasse 1,lucas.tremblay826@school.edu,13.256472806377067,8,Abitur
STU_000294,Bernard,Lucía,F,24,Espagne,Sevilla,Universidad,Instituto Lope de Vega,3º Curso,amelia.taylor542@school.edu,16.3883427491819,1,Máster
STU_000171,Benali,Hugo,F,14,Maroc,Lyon,Lycée,Sorbonne Université,4. Semester,oliver.jones747@school.edu,15.616627929727159,17,Licence
STU_000911,MacDonald,Anthony,M,22,Maroc,Vancouver,Lycée,Collège Voltaire,Klasse 6,jack.davies46@school.edu,12.837511162483935,8,Licence
STU_000419,López,Louis,M,17,Allemagne,Frankfurt,Secondary School,École Pasteur,Klasse 9,ines.simon769@school.edu,13.212630375556882,4,Master
STU_000099,González,Martín,M,5,France,Barcelona,École Primaire,Kennedy Middle School,Première,sophia.smith227@school.edu,13.75424969399886,2,Brevet
STU_000326,Petit,Martín,M,22,Maroc,Lyon,École Primaire,UCL,6ème,charlie.williams196@school.edu,16.15025177177208,9,Baccalauréat
STU_000044,Thomas,Jack,M,5,UK,Liverpool,Secondary School,Universität Heidelberg,1º Bachillerato,amelia.thomas61@school.edu,13.163685728120331,2,GCSE
STU_000076,Müller,Jonas,M,21,Allemagne,Barcelona,Universität,LSE,2ème Bac,aicha.chakir571@school.edu,15.616917162662993,0,Bachelor
STU_000861,Fischer,Jonas,F,8,Allemagne,Meknès,Middle School,LSE,Klasse 3,emma.petit92@school.edu,14.225384227186561,4,Máster
STU_000799,Smith,Chloé,M,8,Allemagne,Manchester,Universität,Université Hassan II,Year 10,ikram.elamrani573@edu,13.248194196917353,3,Master
STU_000670,Schulz,Emma,M,7,Allemagne,Lille,École Primaire,École Hassan II,Klasse 1,elias.meyer865@school.edu,16.560994495665508,8,Baccalauréat
STU_001407,Garcia,Isla,M,8,Allemagne,Seattle,Universität,University of Alberta,S2,ikram.elamrani736@school.edu,12.80311219565672,10,Doctorat
STU_001766,Williams,Ethan,M,8,Canada,Boston,University,King's Primary School,Senior,hugo.lópez512@school.edu,13.389204563422952,2,PhD
STU_002000,López,Mathis,F,22,Espagne,Valencia,Universidad,Universidad de Barcelona,4º ESO,william.wilson987@school.edu,16.79997608471248,2,ESO
STU_000730,El Amrani,Sanae,M,10,Maroc,Rabat,Lycée,Université Mohammed V,Master 1,mia.martin228@school.edu,11.519491443302842,3,Master
STU_000674,Petit,Elias,M,14,Maroc,Tanger,Lycée,Lycée Henri IV,Seconde,leo.simon726@school.edu,11.902550232163819,8,Master
STU_000235,Smith,Louis,F,18,Espagne,Sevilla,Secundaria,Eton College,3º ESO,isabella.roy549@school.edu,12.803745654709534,5,Bachillerato
STU_000759,Wagner,Álvaro,M,6,Allemagne,Lyon,École Primaire,Instituto Giner de los Ríos,Klasse 1,ben.schneider851@edu,12.538045538984255,1,Master
STU_001596,Garcia,Daniel,F,7,Canada,Houston,Secondary School,University of Alberta,Grade 2,thomas.evans949@school.edu,16.800705285917296,7,PhD
STU_000834,Davies,Benjamin,M,6,UK,Leipzig,Middle School,Westminster Primary,Year 13,poppy.williams541@school.edu,16.63807008677539,15,PhD
STU_000837,Becker,Finn,M,12,Maroc,Lille,Middle School,Collège Al Ghazali,4ème,emily.williams995@school.edu,16.377945054806997,1,Bachelor's Degree
STU_000540,Martín,Jacob,M,16,Allemagne,Paris,Gymnasium,Université Cadi Ayyad,1ère AC,george.thomas162@school.edu,12.111980244309303,3,Baccalauréat
STU_001775,Leroy,Hugo,M,9,Canada,Quebec City,Université,McGill University,Máster,jack.wilson584@school.edu,16.744555800360438,9,PhD
STU_000034,Martin,Elias,F,8,UK,Bristol,Grundschule,Washington Elementary,3º ESO,jacob.johnson763@school.edu,16.42261330296882,4,Bachelor's
STU_001562,Meyer,Noah,F,5,Allemagne,München,Gymnasium,École Mohammed V,Klasse 4,emma.martinez727@school.edu,16.073482372363923,7,Doktor
