id,nom,prenom,genre,age,pays,ville,type_etablissement,etablissement,niveau,email,moyenne,absence,diplome
STU_000738,Martin,Emma,m,9,USA,New York,Elementary School,Collège Jean Moulin,Junior,isabella.anderson177@school.edu,19.889949178653602,9,PhD
STU_000097,Johnson,Valeria,m,10,Maroc,Agadir,Université,Université Lyon 1,Klasse 2,elias.weber654@school.edu,22.558129491090398,4,Master
STU_000717,Tremblay,Ava,f,12,USA,Barcelona,Secondary School,Eton College,3ème AC,mia.weber644@edu,9.41933048623806,4,Master's
STU_000752,Fassi,Mia,f,10,Allemagne,Lyon,École Primaire,Toronto High School,CE1,lina.schulz760@school.edu,12.60819600133996,4,Master
STU_001843,Wilson,Inès,f,16,USA,Granada,Secondary School,Franklin Middle School,Second Year,charlotte.anderson868@school.edu,12.687197803823931,5,A-Level
STU_000349,Petit,Amine,m,9,France,Oujda,École Primaire,East High School,Seconde,amine.sqalli493@school.edu,20.238836953079804,8,Baccalauréat
STU_000630,López,Lucía,f,9,Espagne,Zaragoza,Secundaria,Universidad de Salamanca,3º Primaria,charlotte.rodriguez897@school.edu,12.199482573084428,8,ESO
STU_000299,López,Sofía,f,22,Espagne,Zaragoza,Grundschule,Instituto Lope de Vega,S3,leon.muller597@school.edu,12.346503981009887,13,Doctorado
STU_001378,Dupont,Lucas,m,13,France,Granada,École Primaire,Collège Al Ghazali,3ème année,lucas.martin414@school.edu,25.29485534293998,4,Doctorado
STU_000562,Moreau,Manuel,m,16,USA,Sevilla,Lycée,Collège Voltaire,1ère AC,ava.williams320@school.edu,19.18105242259613,8,Baccalauréat
STU_000792,Roy,Léa,m,10,Canada,London,University,Vancouver High School,Klasse 1,charlie.williams196@school.edu,24.91152384995039,9,Master's
STU_000707,Rodríguez,Amina,f,15,Espagne,Nantes,Secundaria,Harvard University,Junior,isabella.tremblay779@school.edu,9.8730621905488,4,Bachillerato
STU_000911,Garcia,Jessica,f,9,France,Quebec City,Secondary School,Imperial College London,Year 1,emma.leroy420@school.edu,10.025676083816359,1,Master's Degree
STU_001162,Jones,Jacob,f,8,Canada,Houston,Secondary School,Oak Elementary,Grade 11,mateo.gonzález58@school.edu,12.594053146454474,1,Bachelor's Degree
STU_001048,Thomas,Jonas,f,9,France,Houston,High School,Eton College,4ème année,ikram.elamrani618@edu,10.544496273701082,0,Certificat Primaire
STU_001472,Martin,Noah,f,8,Espagne,Barcelona,Secondary School,Colegio Velázquez,1º Bachillerato,liam.taylor187@school.edu,11.214471846256707,8,Master
STU_000535,Bennani,Omar,f,15,UK,Los Angeles,Primary School,Roosevelt Elementary,Grade 7,ava.johnson971@school.edu,10.337728945025836,9,GCSE
STU_000398,Smith,Harry,m,7,Canada,Chicago,University,University of Alberta,Grade 3,matthew.smith485@edu,19.181817130377382,7,PhD
STU_000738,Evans,Rachid,m,7,Canada,Boston,Elementary School,Lincoln Elementary,Graduate,thomas.jones69@school.edu,25.585014132359923,8,High School Diploma
STU_001731,Becker,Emily,f,8,Maroc,Boston,Lycée,Westminster Primary,2ème Bac,jack.williams270@school.edu,9.892287271171412,0,Licence
STU_000091,Pérez,Emma,f,9,Allemagne,Vancouver,Primaria,Victoria Primary,Grade 3,paul.hoffmann876@edu,12.485531725489608,15,High School Diploma
STU_001631,Roy,Sophie,m,9,USA,Frankfurt,Elementary School,Collège Molière,4. Semester,emilia.wagner328@school.edu,18.94887460868334,8,PhD
STU_001465,Pérez,Harry,f,18,Maroc,Barcelona,Lycée,École Al Massira,Grade 10,michael.jones987@school.edu,12.22318781715257,8,Bachelor's
STU_001649,Chakir,Leo,m,12,USA,Oxford,Collège,Collège Pierre et Marie Curie,4ème année,mia.martinez527@school.edu,15.780737130661333,9,PhD
STU_001284,Johnson,Amelia,m,8,UK,Vancouver,University,Lycée Henri IV,First Year,william.wilson520@school.edu,16.12059374724562,8,A-Level
STU_001508,Fischer,Emma,m,19,Canada,Lille,École Primaire,École Hassan II,CE1,john.martinez501@school.edu,24.63989032034224,8,Abitur
STU_001703,Sqalli,Chloé,m,10,Maroc,New York,Grundschule,Lycée Henri IV,2º ESO,maría.martínez325@edu,21.574678148417377,1,Doctorat
STU_001033,Smith,Mehdi,m,22,USA,Agadir,Middle School,MIT,Grade 10,george.thomas162@school.edu,25.651456478769475,1,High School Diploma
STU_001110,Garcia,Jonas,m,10,Canada,Ottawa,Secondary School,North High School,Tronc Commun,charlie.jones808@school.edu,22.482432033212163,8,Bachelor's
STU_000284,Fassi,Alexander,m,8,Allemagne,München,Lycée,École Pasteur,1ère AC,lukas.fischer365@school.edu,19.001533710854726,13,Licence
STU_000218,López,Paul,m,3,Espagne,Lyon,Lycée,TU Berlin,6ème,amine.sqalli493@school.edu,19.14755872019011,8,Baccalauréat
STU_000869,Benali,Inès,m,8,Allemagne,Strasbourg,Grundschule,Université Hassan II,4º Curso,alexander.taylor511@school.edu,19.496504350621144,1,Baccalauréat
STU_001644,Martín,Álvaro,m,10,France,Málaga,Middle School,Collège Ibn Khaldoun,2º Primaria,hugo.martin974@school.edu,17.805017731703526,8,Bachelor's Degree
STU_001455,MacDonald,Youssef,f,19,Maroc,Vancouver,École Primaire,Goethe Grundschule,2º Primaria,james.martinez193@edu,9.59339671355144,1,Brevet
STU_001260,Sqalli,Oliver,m,13,USA,Valencia,Elementary School,Victoria Primary,Fourth Year,amine.bennani929@school.edu,25.383535194157815,6,PhD
STU_000222,Dupont,Louis,m,16,Maroc,Lyon,Lycée,Universidad Complutense,Licence 3,ikram.elamrani736@school.edu,18.458719631569238,8,ESO
STU_001146,Becker,Daniel,f,8,Maroc,Berlin,Lycée,École Ibn Sina,Grade 2,martín.gómez777@school.edu,10.450843183656154,10,Baccalauréat
STU_000845,Fassi,Gabriel,m,7,Canada,Tanger,Secondary School,Collège Ibn Khaldoun,Grade 4,jessica.johnson162@school.edu,19.84604487244067,7,Master
STU_001739,Williams,Jessica,m,5,UK,Bilbao,University,Cedar Elementary,Grade 2,sophia.johnson991@school.edu,19.975449841085343,7,Master's Degree
STU_001337,Martín,Mehdi,m,21,Espagne,Sevilla,Primaria,Schiller Grundschule,S3,mia.weber831@school.edu,24.029221416677903,1,Grado
STU_000483,Rodríguez,Salma,f,22,Espagne,Zaragoza,Primaria,Colegio Cervantes,3º Primaria,manuel.perez575@school.edu,9.464555086009897,3,ESO
STU_001220,Williams,Emily,m,13,Canada,Tanger,Elementary School,Colegio Velázquez,5ème,amelia.wilson323@school.edu,19.240388477485123,5,Bachelor's
STU_000694,Becker,Alejandro,m,8,Allemagne,Manchester,Middle School,Kennedy Middle School,3. Semester,karim.bennani309@school.edu,20.447814365344527,15,Abitur
STU_000384,Martin,Jack,f,3,Maroc,Seattle,Lycée,Collège Pierre et Marie Curie,Grade 7,sofía.martín825@school.edu,9.621689655425595,8,Master's Degree
STU_001688,Johnson,Clara,m,9,UK,Calgary,University,University of Cambridge,Third Year,arthur.leroy699@school.edu,20.181058390207944,9,PhD
STU_001853,Rodríguez,Amelia,m,9,Espagne,Barcelona,Primaria,Instituto Lope de Vega,4º Curso,manon.petit165@school.edu,20.86379624302461,10,ESO
STU_001392,Williams,Hugo,f,9,Maroc,Fès,Lycée,University of Toronto,Tronc Commun,sofía.martínez808@edu,8.83577538460815,9,Baccalauréat
STU_000402,López,Paula,f,19,Espagne,Valencia,Universidad,Instituto Giner de los Ríos,1º Primaria,poppy.taylor552@school.edu,9.516145741244216,18,Máster
STU_000826,Chakir,William,f,16,Maroc,Fès,Collège,Universidad Complutense,1ère année,aicha.bennani815@school.edu,10.014091600141256,8,Baccalauréat
STU_000782,El Amrani,Poppy,f,15,Maroc,Birmingham,Lycée,Colegio Cervantes,Grade 6,jessica.johnson162@school.edu,11.679075509833286,9,Doctorat
STU_001266,Sqalli,Oliver,m,11,Maroc,Berlin,Lycée,Sorbonne Université,S3,martín.garcía669@school.edu,25.08642045069898,7,Licence
STU_000805,González,Mateo,f,20,Espagne,Valencia,Universidad,UC Berkeley,1º Curso,john.smith927@school.edu,12.581820535637362,4,Doctorado
STU_001134,García,Leon,f,21,Espagne,Madrid,Primaria,Colegio Cervantes,3º ESO,lucas.fernández123@school.edu,9.627913942433766,18,ESO
STU_001361,Bennani,Paula,f,15,Allemagne,Madrid,Université,Instituto Giner de los Ríos,5. Semester,oliver.taylor901@edu,9.491545504891967,2,Máster
STU_001907,Fernández,Mia,m,13,Maroc,Stuttgart,Lycée,Instituto Lope de Vega,1ère année,leo.petit747@edu,24.004070180023213,8,Brevet
STU_001022,Schmidt,Hannah,m,17,Allemagne,Valencia,Universität,Schiller-Gymnasium,Klasse 5,louis.thomas518@school.edu,18.00004739161687,9,Doktor
STU_001959,Jones,Noah,m,7,Allemagne,Lyon,Elementary School,Adams Middle School,Grade 11,marie.schneider712@school.edu,26.099903152721467,8,Abitur
STU_000509,Bernard,Paul,f,18,Maroc,Lyon,Université,Université Grenoble Alpes,6ème année,daniel.brown339@school.edu,12.292666105174682,6,Doctorat
STU_000261,Martín,María,f,11,Espagne,Málaga,Primaria,Humboldt-Gymnasium,2ème Bac,lukas.meyer417@school.edu,9.644692133622375,18,ESO
STU_000432,Thomas,Aicha,m,10,France,Sevilla,Université,University of Oxford,Grade 8,david.johnson373@school.edu,22.468883893904344,16,Brevet
