id,nom,prenom,genre,age,pays,ville,type_etablissement,etablissement,niveau,email,moyenne,absence,diplome
STU_001975,Martinez,Emma,m,8,France,San Francisco,Elementary School,Cedar Elementary,Grade 11,pablo.martínez175@edu,17.915621426769945,1,Master
STU_001667,Taylor,Lily,m,8,Canada,Oxford,Secondary School,Pine Elementary,Third Year,raphaël.durand702@school.edu,19.705553596016525,1,Bachelor's Degree
STU_000185,Hoffmann,Isla,m,15,Espagne,München,Universität,Kennedy Middle School,Klasse 5,fatima.chakir442@school.edu,24.872655254101943,16,Doktor
STU_000675,Durand,Sanae,f,17,Maroc,Nantes,Lycée,Colegio Picasso,Première,james.garcia85@edu,9.460590148147185,1,Master
STU_000296,Sánchez,María,m,12,Maroc,Berlin,University,Franklin Middle School,Klasse 9,clara.leroy140@school.edu,18.12106383909861,8,PhD
STU_001542,Schmidt,Jacob,f,8,Allemagne,Leipzig,Grundschule,Schiller-Gymnasium,2. Semester,clara.bernard719@school.edu,12.368744369560385,8,Master
STU_001073,Rodriguez,Pablo,m,6,UK,Seattle,Middle School,Stanford University,Grade 10,paul.weber503@school.edu,18.70241798577921,6,PhD
STU_001337,Petit,Ben,m,5,Allemagne,London,Gymnasium,Schiller-Gymnasium,4. Semester,amelia.smith666@edu,16.87631235020431,9,Doktor
STU_000335,Tazi,Léa,f,11,Maroc,Lille,Lycée,Lycée Moulay Youssef,1ère AC,charlotte.brown807@school.edu,12.14795455669898,7,PhD
STU_000495,Jones,William,f,8,UK,Barcelona,Primaria,Collège Averroès,Klasse 8,fatima.elamrani968@school.edu,10.284202679133013,9,Certificat Primaire
STU_001684,Weber,Oscar,f,5,Canada,Birmingham,Universität,Cambridge High School,CM1,jacob.johnson493@school.edu,9.605943464156246,6,Master's Degree
STU_000389,Benjelloun,Daniel,m,10,Allemagne,Marrakech,Gymnasium,Universidad de Salamanca,2ème année,hugo.martin720@school.edu,20.331871500691285,10,Baccalauréat
STU_001591,Smith,Valeria,f,8,Canada,Oxford,Secondary School,East High School,Postgraduate,maría.martín615@school.edu,13.078646686195475,6,Bachelor's
STU_001833,Thomas,Marie,f,9,Maroc,Barcelona,Secondary School,Collège Jean Moulin,1ère année,noah.evans112@school.edu,8.944997585938463,1,Máster
