nom,prenom,genre,Date_de_naissance,Lieu_de_naissance,nationalite,ville,pays,age
El Haddad,Samir,f,1994-01-10,Option C,Marocaine,Casablanca,Australie,37.5
Miller,Emma,m,1999-07-11,Option A,Marocaine,Bruxelles,UK,33.75
Petit,Marc,f,1971-01-08,Option C,Française,Casablanca,Chine,55.5
Wilson,Marc,f,2006-12-10,Option C,Marocaine,Casablanca,Espagne,85.5
Williams,Chloé,m,1999-04-17,Option C,Japonaise,Genève,UK,17.25
Durand,Marwa,m,1985-05-07,Option A,Française,Bruxelles,Mexique,21.0
Garcia,Hugo,m,1971-04-28,Option C,Marocaine,Kenitra,Allemagne,15.75
El Amrani,Ahmed,m,1996-02-16,Option B,Canadienne,Rabat,Australie,24.75
Jones,Karim,f,1994-11-25,Option A,Française,Kenitra,Suisse,97.5
Mouline,Barbara,m,1984-10-19,Option C,Marocaine,Rabat,Brésil,44.25
El Idrissi,Sarah,m,2005-01-10,Option A,Canadienne,Kenitra,Maroc,45.75
El Amrani,Marie,f,1992-10-17,Option C,Japonaise,Madrid,Inde,67.5
Robert,Barbara,f,1975-08-02,Option B,Française,Bruxelles,Chine,70.5
Jones,Sarah,f,1982-12-18,Option C,Marocaine,Meknès,Espagne,34.5
Wilson,Omar,f,1979-09-25,Option B,Américaine,Madrid,Japon,66.0
Johnson,Nicolas,m,1993-10-07,Option B,Canadienne,Marseille,Maroc,45.75
Chentouf,Hugo,f,1976-01-11,Option C,Canadienne,Oujda,UK,67.5
Mohamed,Nour,f,1966-09-13,Option C,Allemande,Londres,Allemagne,67.5
Richard,Elizabeth,f,1987-05-22,Option C,Canadienne,Oujda,UK,72.0
Jones,Youssef,m,1985-01-22,Option C,Marocaine,Oujda,Mexique,33.0
Martin,Jessica,m,1968-02-17,Option A,Canadienne,Rabat,Égypte,47.25
Dupont,Karim,f,2005-06-13,Option C,Française,Rabat,Brésil,97.5
El Amrani,Mehdi,m,1984-03-10,Option B,Canadienne,Fès,Égypte,39.75
Bernard,Emma,m,1972-02-03,Option B,Française,Tétouan,Brésil,48.0
Jones,Julien,f,1992-07-04,Option A,Canadienne,Tétouan,USA,85.5
Durand,Salma,f,2004-05-16,Option C,Marocaine,Agadir,France,64.5
Bernard,Marc,m,2005-07-18,Option C,Japonaise,Madrid,Espagne,44.25
Laurent,Ahmed,m,1978-12-27,Option B,Américaine,Rabat,Égypte,17.25
Smith,Emma,f,1977-08-01,Option A,Américaine,Marrakech,Belgique,87.0
Richard,Jennifer,f,1961-07-22,Option C,Canadienne,Rome,Australie,88.5
Johnson,Julie,m,1962-10-10,Option C,Espagnole,Montreal,USA,21.0
Davis,Samir,f,1982-03-17,Option C,Française,Londres,Australie,43.5
Khaled,Claire,f,1995-10-19,Option C,Marocaine,Genève,Brésil,46.5
Dupont,Karim,f,2006-04-26,Option B,Marocaine,Lyon,Brésil,34.5
Miller,Ahmed,f,1963-12-07,Option C,Marocaine,Madrid,Brésil,88.5
Williams,Camille,m,2002-04-18,Option B,Française,Toulouse,Suisse,33.0
El Amrani,Robert,f,1980-12-18,Option B,Canadienne,Berlin,France,85.5
Smith,David,m,1974-07-16,Option C,Allemande,Lisbonne,Tunisie,16.5
Smith,Nicolas,f,1965-07-10,Option B,Espagnole,Casablanca,Japon,45.0
Jones,Hugo,f,1968-04-28,Option C,Marocaine,Agadir,UK,66.0
Benali,Luc,m,1982-04-04,Option C,Américaine,New York,UK,16.5
Martin,Omar,m,1979-08-11,Option B,Japonaise,Rabat,Japon,42.75
Bernard,Laila,f,1994-09-02,Option C,Marocaine,Kenitra,Portugal,49.5
Jones,Pierre,m,1997-06-22,Option B,Canadienne,Lisbonne,Égypte,44.25
Brown,Karim,f,1992-05-27,Option B,Marocaine,Agadir,Tunisie,87.0
Dupont,Camille,f,1992-11-21,Option C,Marocaine,Lyon,Allemagne,93.0
El Amrani,Élodie,m,1992-02-05,Option B,Marocaine,Agadir,Argentine,26.25
Brown,Karim,f,1977-09-16,Option B,Marocaine,Tanger,Canada,67.5
Essadiq,Joseph,m,1992-11-04,Option C,Canadienne,Tokyo,France,17.25
El Amrani,Jennifer,f,1996-07-24,Option A,Canadienne,Genève,UK,84.0
Robert,Zineb,f,1992-05-27,Option B,Américaine,Kenitra,Suisse,43.5
Wilson,Karim,m,1965-02-13,Option C,Française,Toulouse,Inde,25.5
Mohamed,Omar,m,1964-11-12,Option B,Française,Oujda,Espagne,42.0
Chentouf,Élodie,f,1977-11-07,Option A,Canadienne,Lisbonne,Chine,36.0
Smith,Mary,m,1993-11-04,Option C,Espagnole,Marseille,Suisse,27.0
Smith,Léa,f,2003-05-06,Option C,Américaine,Kenitra,Inde,90.0
Johnson,Youssef,m,2001-07-02,Option B,Marocaine,Tanger,Belgique,41.25
Fathy,Robert,f,1986-06-15,Option B,Américaine,Rabat,UK,39.0
Rodriguez,David,m,1978-08-16,Option C,Marocaine,Tanger,Égypte,21.75
El Amrani,Susan,m,1982-07-22,Option C,Américaine,Kenitra,Italie,46.5
Williams,Samir,m,1969-10-24,Option B,Américaine,Rabat,France,22.5
Rodriguez,Ali,m,1974-02-25,Option C,Japonaise,Genève,Portugal,37.5
Miller,David,m,2006-04-14,Option B,Française,Montreal,UK,33.0
Hassan,Mehdi,m,1999-11-25,Option C,Américaine,Londres,UK,29.25
Miller,Joseph,m,1973-10-09,Option B,Française,Fès,Japon,42.75
Martin,Julie,m,1987-08-19,Option C,Espagnole,Madrid,Allemagne,19.5
Davis,Chloé,m,1981-03-28,Option C,Canadienne,Agadir,UK,30.75
Wilson,Sophie,m,1996-02-24,Option C,Marocaine,Madrid,Italie,43.5
Chentouf,Aicha,f,1998-05-12,Option C,Canadienne,Madrid,Mexique,34.5
Mohamed,Patricia,m,1987-10-23,Option C,Japonaise,Rabat,Espagne,20.25
Williams,Daniel,f,1995-06-12,Option B,Espagnole,Rabat,Japon,81.0
Lahlou,Élodie,f,1964-10-11,Option B,Américaine,Oujda,France,52.5
Rodriguez,Omar,m,2005-07-06,Option C,Canadienne,Lyon,UK,16.5
Moreau,Julien,m,2006-12-19,Option C,Canadienne,Tétouan,Suisse,36.75
Smith,Fatima,f,1985-08-18,Option C,Française,Kenitra,Maroc,73.5
Richard,Antoine,f,1960-09-12,Option A,Canadienne,Madrid,Espagne,46.5
Martin,Christopher,m,1989-10-03,Option B,Marocaine,Madrid,Chine,30.0
Moreau,Antoine,m,1982-01-18,Option B,Française,Agadir,USA,26.25
Garcia,David,m,1997-08-11,Option A,Française,Montreal,USA,44.25
Williams,William,m,1992-04-15,Option C,Marocaine,Tokyo,Australie,24.75
Richard,Laila,f,1993-03-14,Option B,Américaine,Rabat,Inde,87.0
El Amrani,Karim,m,1980-05-20,Option C,Marocaine,Lyon,Brésil,23.25
Jones,Claire,m,1982-12-16,Option B,Japonaise,Bruxelles,France,18.0
Laurent,David,f,1962-11-16,Option C,Marocaine,Agadir,Espagne,90.0
Mahmoud,Mohamed,m,1978-08-16,Option B,Américaine,Bruxelles,Belgique,23.25
Jones,Julien,f,1968-04-10,Option A,Canadienne,Marrakech,Japon,75.0
Smith,Samir,m,1978-09-14,Option C,Canadienne,Casablanca,Égypte,38.25
Robert,Jennifer,f,2005-12-08,Option C,Française,Bruxelles,Chine,43.5
Lahlou,Mathieu,m,1963-06-01,Option C,Marocaine,Casablanca,Maroc,21.0
Williams,Ali,m,1975-07-04,Option B,Française,Rabat,Allemagne,24.0
Dupont,Karim,m,1983-07-14,Option C,Américaine,Bordeaux,Italie,46.5
Dubois,Elizabeth,m,2006-01-14,Option B,Canadienne,Fès,UK,33.75
Jones,Mathieu,f,2002-04-08,Option B,Marocaine,Madrid,USA,96.0
Mouline,Sophie,m,1989-07-21,Option B,Canadienne,Paris,UK,23.25
Johnson,Luc,f,1971-07-14,Option C,Marocaine,Marseille,UK,81.0
Smith,Fatima,f,1983-11-18,Option A,Française,Marrakech,Maroc,93.0
Robert,Samir,m,1965-08-08,Option B,Japonaise,Tétouan,Allemagne,25.5
