id,nom,prenom,genre,age,pays,ville,type_etablissement,etablissement,niveau,email,moyenne,absence,diplome
STU_000883,Martin,Noah,m,23,Canada,Agadir,École Primaire,Instituto Ramón y Cajal,4º Curso,lukas.becker272@school.edu,24.136045918433325,1,Baccalauréat
STU_001681,Petit,Ava,m,13,Canada,Cambridge,Primary School,Université Cadi Ayyad,Postgraduate,arthur.leroy665@school.edu,25.42281153965097,2,Master
STU_001187,Benali,Paul,m,9,UK,London,Middle School,Université Lyon 1,4º ESO,lena.becker890@edu,20.464467483316586,9,Master
STU_001709,García,Emilia,f,20,Espagne,Zaragoza,Universidad,Colegio Cervantes,Klasse 11,ava.martinez767@school.edu,10.589588158303123,4,Doctorado
STU_000955,Martín,Jonas,m,19,Allemagne,Stuttgart,Université,Schiller Grundschule,Third Year,thomas.davis746@edu,23.901334963172683,7,Abitur
STU_001938,Jones,Benjamin,m,8,Canada,Casablanca,Secondary School,King's Primary School,5. Semester,matthew.miller960@school.edu,25.44221032691012,4,Master's
STU_001691,Schmidt,Jacob,f,14,Allemagne,Lille,Gymnasium,Goethe-Gymnasium,Klasse 12,anthony.brown562@school.edu,9.903966662993723,1,Abitur
STU_001072,Becker,Clara,m,19,Allemagne,Quebec City,Secondary School,Collège Averroès,Grade 8,ines.simon258@school.edu,17.162148940147784,4,Master
STU_001576,Brown,Emma,m,8,Canada,Manchester,Secondary School,King's Primary School,Year 1,aicha.bennani815@school.edu,21.294716410575628,6,PhD
STU_001557,Garcia,Álvaro,m,8,Allemagne,Lyon,University,Goethe Grundschule,Klasse 4,marie.schneider712@school.edu,24.291529708822665,8,High School Diploma
STU_000170,Jones,Alexander,m,8,UK,Manchester,Elementary School,LSE,Grade 4,amine.chakir1@school.edu,24.101626033108545,10,Bachelor's Degree
STU_000861,Bennani,Evelyn,f,17,UK,Hamburg,Lycée,Toronto High School,CP,marwa.benali388@school.edu,12.289651106680237,0,Brevet
STU_000888,Durand,Lukas,m,17,Maroc,Vancouver,Lycée,Schiller Grundschule,Grade 7,benjamin.smith243@edu,18.50154307129306,7,Baccalauréat
STU_000193,Benjelloun,Laila,m,6,USA,Marrakech,Lycée,Université Lyon 1,Senior,isla.davies543@school.edu,17.454213199186913,1,Master's
STU_001776,Fassi,Emma,m,21,Maroc,Seattle,Elementary School,École Al Massira,Klasse 2,george.smith293@school.edu,20.10870917021726,4,Master
STU_001471,Rodríguez,Aicha,f,20,Allemagne,München,Grundschule,Universität Heidelberg,3. Semester,ikram.alaoui791@edu,9.440035600447713,1,Máster
STU_000621,Durand,Valeria,m,5,France,Toulouse,École Primaire,Universidad de Barcelona,Terminale,olivia.smith304@school.edu,25.23264266601739,5,Master
STU_001814,El Amrani,Mehdi,m,8,UK,New York,Elementary School,Einstein Grundschule,6ème,mathis.robert577@school.edu,20.200330284999744,2,Master
STU_001544,Martinez,Isabella,m,5,Allemagne,Stuttgart,Universität,Instituto Lope de Vega,Grade 6,sophia.martin592@school.edu,24.91078447269064,15,Doktor
STU_001272,Gómez,Olivia,m,12,Canada,Frankfurt,Universität,Cambridge High School,Première,lea.simon175@school.edu,22.863103102763656,9,Abitur
STU_000352,Williams,Olivia,m,4,USA,London,Primary School,Collège Jean Moulin,3ème AC,joseph.rodriguez624@school.edu,18.89916522780332,2,PhD
STU_001254,Müller,Luis,f,8,UK,Bilbao,Grundschule,Goethe-Gymnasium,2º Curso,charlie.wilson284@school.edu,9.648663761184455,5,Master
