id,nom,prenom,genre,age,pays,ville,type_etablissement,etablissement,niveau,email,moyenne,absence,diplome
STU_001584,Bennani,Rachid,m,10,Allemagne,Málaga,Middle School,Oxford High School,4º Primaria,sofía.perez128@edu,21.54396529002622,7,Máster
STU_000103,Garcia,Charlotte,m,8,UK,Vancouver,Secondary School,Eton College,Grade 9,martín.garcía669@school.edu,24.920850824789017,10,High School Diploma
STU_001580,Martin,Jules,f,13,France,Oujda,Université,École Ibn Sina,3ème AC,marie.schmidt272@edu,8.772157615705314,9,Baccalauréat
STU_000902,Martín,Clara,f,6,USA,Los Angeles,Middle School,Stanford University,Grade 2,arthur.durand173@school.edu,12.137016053230514,5,Master
STU_000994,Sqalli,Sophie,f,5,Maroc,Oujda,Lycée,Lycée Henri IV,Master 1,ali.alaoui413@edu,10.132648863450292,9,Doctorat
STU_001318,González,Isabella,f,10,Espagne,Sevilla,Primaria,Einstein Grundschule,Year 2,ben.schneider851@edu,12.56860184027745,12,Doctorado
STU_001674,Taylor,Emma,m,7,Canada,Manchester,Elementary School,King's Primary School,Grade 12,salma.sqalli64@school.edu,22.775730025691843,9,Bachelor's Degree
STU_001956,Petit,Alexander,f,10,Maroc,Vancouver,Universidad,TU Berlin,2º Bachillerato,john.smith294@school.edu,9.919316888875512,9,Máster
STU_000773,Wagner,Paula,m,21,Allemagne,München,Gymnasium,St. Mary's Primary,2ème AC,rachid.chakir252@school.edu,18.588177826276688,7,Baccalauréat
STU_000002,García,Álvaro,f,9,Espagne,Valencia,Universidad,North High School,2º Curso,zineb.tazi929@school.edu,10.07723350768885,17,Licence
STU_001586,Fassi,Noah,m,15,Maroc,Rabat,Lycée,Lycée Moulay Youssef,Terminale,ethan.roy289@school.edu,23.12704905721261,5,Brevet
STU_000522,Hoffmann,Isabella,f,19,Allemagne,Leipzig,Grundschule,Kant-Gymnasium,Third Year,lea.leroy678@school.edu,10.217953815425354,5,Bachelor
STU_001245,Leroy,Mohamed,m,7,USA,Boston,École Primaire,UCL,Klasse 2,emily.evans650@school.edu,20.878611907153534,1,Licence
STU_001770,Martin,Emily,m,8,Canada,Oxford,University,Montreal High School,Grade 10,arthur.thomas567@school.edu,25.95882977300345,1,PhD
STU_000433,López,Youssef,f,19,Espagne,Zaragoza,Universidad,École Hassan II,1º Curso,mehdi.sqalli474@school.edu,12.571849863275018,7,Máster
STU_000216,Davies,Benjamin,m,9,USA,Ottawa,Elementary School,UBC,Year 2,sophia.garcia765@school.edu,17.820913186882855,3,Master's
STU_001565,Johnson,Olivia,m,8,UK,Vancouver,Secondary School,Pine Elementary,Grade 3,evelyn.rodriguez188@edu,19.834748314390858,7,A-Level
STU_000671,Brown,Inès,f,8,UK,Edmonton,University,McGill University,First Year,william.davies274@school.edu,11.409690939255965,5,A-Level
STU_001675,Williams,Ahmed,m,5,Espagne,Agadir,Secondary School,Westminster Primary,Grade 9,felix.schmidt227@school.edu,24.41135362436399,10,Baccalauréat
STU_000793,Moreau,Ikram,f,14,Maroc,Bordeaux,Lycée,Collège Averroès,2ème Bac,lukas.becker272@school.edu,9.544320488060933,9,Master's Degree
STU_000539,Jones,Daniel,m,6,Canada,Oxford,Primary School,Universität Hamburg,Grade 2,harry.brown135@school.edu,26.157822775444004,9,PhD
STU_001669,El Amrani,Lucas,m,8,Maroc,Frankfurt,École Primaire,Lycée Mohammed V,4º Primaria,liam.smith470@edu,19.765339540079527,6,Master
STU_001361,Weber,Manon,m,21,Maroc,Rabat,Université,Imperial College London,CM1,sophia.jones1@school.edu,20.012547123627414,14,Doctorat
