nom,prenom,genre,Date_de_naissance,Lieu_de_naissance,nationalite,ville,pays,age
Laurent,Louis,M,1962-10-28,Option B,Japonaise,Tanger,Tunisie,69.0
Davis,Julien,M,1984-11-09,Option C,Canadienne,Londres,UK,94.5
Brown,Nicolas,M,1972-01-12,Option A,Française,Tanger,Belgique,90.0
Chentouf,Rachid,F,2007-11-01,Option C,Américaine,Bruxelles,UK,27.75
Ibrahim,Sophie,F,1985-01-22,Option C,Canadienne,Kenitra,Espagne,23.25
Brown,Rachid,F,1996-03-02,Option A,Américaine,Lyon,Espagne,38.25
Miller,John,M,1996-11-16,Option A,Française,Bruxelles,UK,88.5
Robert,Zineb,M,1999-11-01,Option B,Française,Marrakech,UK,57.0
Durand,Mehdi,M,2007-09-10,Option C,Japonaise,Rabat,Mexique,93.0
Jones,Zineb,M,1970-04-16,Option C,Japonaise,Rabat,UK,52.5
El Idrissi,Zineb,F,1962-02-24,Option A,Marocaine,Marseille,Japon,19.5
Williams,Daniel,M,1991-02-15,Option C,Française,Paris,Australie,48.0
Robert,Claire,F,1995-05-02,Option C,Allemande,Marseille,Mexique,20.25
Chentouf,Rachid,M,1977-08-26,Option C,Américaine,Rabat,UK,91.5
El Amrani,Léa,M,1989-11-28,Option B,Française,Montreal,USA,31.5
Smith,Patricia,M,2001-04-16,Option C,Américaine,Bruxelles,UK,37.5
Mahmoud,Jennifer,F,1964-04-15,Option B,Canadienne,New York,Allemagne,24.0
Garcia,Luc,M,1987-08-23,Option C,Marocaine,Berlin,UK,72.0
Johnson,Ali,F,1982-03-07,Option A,Canadienne,Bruxelles,Inde,27.75
Martin,Michael,M,1989-07-21,Option B,Canadienne,Kenitra,France,87.0
Smith,Robert,M,2005-01-21,Option C,Espagnole,Bruxelles,Japon,27.0
Smith,Marie,M,1999-05-26,Option C,Allemande,Meknès,Allemagne,33.0
Smith,Mohamed,M,1987-01-06,Option B,Française,Bordeaux,Belgique,76.5
Martin,William,M,1996-09-13,Option B,Américaine,Montreal,Mexique,64.5
Jones,Julie,F,1986-01-06,Option C,Française,Lyon,Espagne,44.25
Williams,Marc,M,1964-08-13,Option C,Japonaise,Lyon,Brésil,90.0
Benali,Omar,M,1982-08-03,Option B,Américaine,Fès,Portugal,43.5
Jones,Joseph,F,1988-06-23,Option B,Allemande,Paris,Italie,24.75
Garcia,Ikram,F,1960-09-15,Option B,Espagnole,Marrakech,Australie,21.75
Rodriguez,Emma,F,1997-01-21,Option C,Marocaine,Lyon,Australie,43.5
El Haddad,Rachid,F,1979-09-25,Option C,Américaine,Rome,Suisse,25.5
Robert,Élodie,M,1967-11-21,Option B,Canadienne,Genève,Égypte,60.0
Khaled,Daniel,M,1995-02-13,Option C,Française,Tétouan,Inde,51.0
El Amrani,Nicolas,M,1965-07-10,Option B,Française,Tanger,Japon,72.0
Smith,Camille,F,1966-01-06,Option A,Française,Bordeaux,Belgique,24.0
Rodriguez,James,F,1969-11-09,Option B,Française,Kenitra,Espagne,47.25
El Amrani,Barbara,F,1962-04-20,Option B,Française,Bruxelles,Allemagne,45.75
Rodriguez,Zineb,F,1998-11-09,Option A,Allemande,Tanger,USA,20.25
Jones,Susan,F,2005-01-27,Option B,Française,Casablanca,Allemagne,24.75
Garcia,Linda,M,1971-03-05,Option B,Américaine,Genève,USA,70.5
Moreau,Laila,M,2002-04-07,Option C,Japonaise,Casablanca,Belgique,70.5
Dupont,Karen,F,1999-07-11,Option B,Française,Berlin,USA,24.0
Laurent,Sarah,M,1991-11-17,Option A,Américaine,Meknès,Égypte,46.5
Jones,Karim,F,1992-11-03,Option B,Française,Kenitra,UK,36.75
Hassan,Michael,M,1986-03-22,Option C,Française,Madrid,France,84.0
Hassan,Karen,F,2007-12-23,Option C,Canadienne,Casablanca,Espagne,23.25
Jones,Pierre,M,1989-11-11,Option C,Française,Casablanca,Allemagne,63.0
Bernard,Jessica,F,1985-06-21,Option C,Française,Agadir,Allemagne,21.75
Smith,Samir,F,1970-07-12,Option C,Marocaine,Tanger,Égypte,25.5
Ibrahim,Antoine,M,2007-12-04,Option C,Américaine,Lisbonne,Australie,58.5
Rodriguez,Michael,F,1974-03-21,Option B,Américaine,Marrakech,Australie,47.25
Martin,Michael,M,1966-01-06,Option A,Américaine,Rabat,Inde,57.0
Wilson,Sophie,F,1995-11-21,Option C,Canadienne,Agadir,France,36.0
Benali,Hugo,M,2002-10-22,Option C,Japonaise,Bordeaux,UK,46.5
Jones,Robert,F,1968-03-05,Option B,Française,Agadir,Australie,27.0
Richard,Laila,F,1967-05-18,Option B,Canadienne,Agadir,Espagne,45.0
Robert,Elizabeth,M,1982-08-19,Option C,Canadienne,Berlin,Tunisie,30.0
Martin,Karen,F,1982-08-22,Option C,Américaine,Casablanca,Chine,30.0
Laurent,Jessica,F,1980-11-16,Option C,Canadienne,Meknès,Italie,16.5
Martin,Jessica,M,2003-05-06,Option C,Américaine,Oujda,Australie,93.0
El Idrissi,Élodie,F,1998-07-26,Option B,Américaine,Lisbonne,Égypte,23.25
Davis,Mary,F,2002-09-18,Option C,Allemande,Bruxelles,Japon,18.0
Fathy,James,F,1992-10-17,Option B,Française,Marrakech,Australie,18.75
Chentouf,Rachid,F,1986-03-22,Option B,Américaine,Kenitra,Australie,36.0
Fathy,Aicha,M,1960-11-11,Option C,Française,Madrid,Suisse,30.0
Jones,James,M,2000-05-07,Option C,Japonaise,Tokyo,Espagne,79.5
Laurent,Susan,F,1976-06-16,Option B,Canadienne,Madrid,Australie,32.25
Jones,Zineb,M,1993-10-16,Option B,Canadienne,Marseille,Canada,58.5
Davis,William,F,1966-09-10,Option B,Espagnole,Marrakech,UK,42.0
Miller,Marc,M,1996-04-16,Option B,Française,Casablanca,Brésil,91.5
Williams,Élodie,M,1964-11-07,Option B,Américaine,Casablanca,Brésil,48.0
Martin,David,F,2001-05-16,Option C,Canadienne,Marseille,Allemagne,45.0
Adel,Hugo,M,1996-02-24,Option B,Française,Marrakech,Chine,70.5
Rodriguez,Michael,F,1992-08-16,Option B,Française,Londres,Espagne,37.5
Miller,Salma,F,1989-09-18,Option A,Canadienne,Paris,Inde,45.75
Essadiq,Michael,M,2004-11-19,Option B,Française,New York,Allemagne,45.0
Wilson,Karen,F,2004-05-15,Option C,Japonaise,Oujda,Chine,16.5
Mahmoud,Élodie,M,1996-04-16,Option B,Américaine,Rabat,Australie,75.0
Durand,Jessica,F,1985-08-18,Option A,Américaine,Lyon,Mexique,48.75
Jones,David,F,1996-12-15,Option C,Marocaine,Meknès,Espagne,38.25
El Idrissi,Ahmed,F,1976-10-04,Option A,Allemande,Lyon,Australie,48.0
El Amrani,Luc,M,1973-06-02,Option B,Canadienne,Rabat,Allemagne,48.0
Richard,Karen,F,1999-01-18,Option A,Américaine,Paris,USA,25.5
Jones,Joseph,M,1966-11-12,Option B,Américaine,Rabat,Allemagne,46.5
Rodriguez,Marie,F,1963-01-12,Option C,Japonaise,Kenitra,Suisse,35.25
Ibrahim,Mathieu,M,1966-02-06,Option B,Espagnole,Agadir,UK,40.5
Durand,Camille,F,1960-08-12,Option C,Marocaine,Agadir,Suisse,44.25
Jones,Daniel,F,1960-11-11,Option C,Marocaine,Madrid,Espagne,22.5
Ibrahim,Marc,M,1988-05-14,Option C,Canadienne,Paris,Australie,64.5
Miller,Mary,F,1991-11-01,Option C,Allemande,Marseille,Australie,29.25
Moreau,Mathieu,M,1992-11-04,Option A,Japonaise,Bruxelles,Chine,93.0
Essadiq,Rachid,M,1994-11-21,Option B,Marocaine,Kenitra,Italie,39.0
Bernard,Omar,M,1986-05-27,Option B,Américaine,Rabat,Suisse,100.5
El Idrissi,Ahmed,M,1962-09-06,Option A,Allemande,Rome,Brésil,78.0
Williams,Michael,M,1969-08-09,Option C,Française,Paris,Australie,69.0
Mouline,Samir,F,1975-02-21,Option A,Marocaine,Tanger,Australie,26.25
Chentouf,William,F,1968-05-26,Option C,Marocaine,Rabat,Inde,19.5
Miller,Camille,F,1967-03-15,Option C,Française,Lisbonne,Espagne,23.25
El Idrissi,Marwa,M,1985-06-19,Option C,Espagnole,Tanger,Italie,66.0
Dupont,Robert,F,1962-06-20,Option C,Espagnole,Londres,Brésil,33.75
Martin,Jessica,M,1987-04-28,Option C,Allemande,Marseille,Allemagne,87.0
Richard,Julien,M,1980-12-04,Option C,Japonaise,Casablanca,Japon,43.5
Jones,Karen,F,2006-12-10,Option A,Marocaine,Tétouan,Belgique,36.75
Ibrahim,Chloé,F,2006-08-13,Option B,Marocaine,Rome,Australie,27.0
Lahlou,Hassan,F,1966-08-11,Option C,Canadienne,Rabat,Allemagne,29.25
Jones,Hassan,F,1968-06-02,Option B,Espagnole,Casablanca,Espagne,17.25
Laurent,Marie,M,1985-07-18,Option B,Française,Tétouan,Allemagne,72.0
