nom,prenom,genre,Date_de_naissance,Lieu_de_naissance,nationalite,ville,pays,age
Martin,Julien,M,1982-12-18,Option C,Japonaise,Bordeaux,Italie,59
Miller,Joseph,F,1990-06-27,Option A,Japonaise,Montreal,Portugal,20
Jones,David,F,1979-08-03,Option C,Canadienne,Lyon,Australie,52
Jones,James,M,1971-09-04,Option A,Marocaine,Oujda,Argentine,42
El Idrissi,Jessica,M,1971-07-04,Option C,Allemande,Kenitra,Italie,26
Richard,Mehdi,M,1976-11-11,Option A,Marocaine,Kenitra,Argentine,27
Smith,Barbara,F,1968-04-10,Option B,Canadienne,Madrid,Canada,61
Moreau,Michael,M,1984-01-12,Option C,Canadienne,Tanger,Maroc,41
Lahlou,Sophie,F,1969-04-11,Option C,Canadienne,Madrid,UK,42
Jones,Chloé,M,1971-02-06,Option C,Marocaine,Oujda,Égypte,43
Smith,Marie,F,1970-12-12,Option B,Allemande,Bordeaux,Australie,60
Moreau,Sophie,F,1982-06-14,Option B,Française,Rabat,UK,58
Essadiq,Zineb,M,2006-06-27,Option C,Marocaine,Madrid,Portugal,59
Richard,Mohamed,M,2005-03-26,Option A,Espagnole,Rome,Brésil,27
Mouline,Marie,F,1972-01-13,Option C,Canadienne,Agadir,Belgique,47
Durand,Amina,M,2006-12-18,Option C,Marocaine,Madrid,Australie,39
Dubois,Karim,F,1993-03-06,Option C,Canadienne,Lyon,Tunisie,32
Brown,Sophie,F,1999-07-14,Option C,Japonaise,Rabat,UK,52
Williams,Susan,F,2006-04-06,Option B,Canadienne,Rabat,Belgique,57
Rodriguez,Youssef,M,2006-10-07,Option B,Française,Casablanca,Allemagne,48
Smith,Julien,F,2007-09-28,Option C,Allemande,Marseille,Espagne,24
El Idrissi,Nour,F,1995-08-10,Option A,Française,Fès,Japon,33
Williams,Jessica,M,1990-11-15,Option C,Japonaise,Paris,Chine,42
Davis,Louis,F,1979-08-03,Option C,Française,Bruxelles,Canada,37
Jones,Antoine,M,1960-06-25,Option B,Française,Casablanca,Belgique,35
Garcia,Omar,F,1982-05-04,Option B,Canadienne,Meknès,Brésil,48
Mahmoud,Emma,F,1990-01-17,Option A,Française,Paris,Allemagne,43
Robert,Sanae,M,1980-02-28,Option B,Canadienne,Tanger,Inde,21
Dubois,Michael,F,1990-11-25,Option A,Américaine,Madrid,Japon,29
Garcia,Chloé,M,2001-04-16,Option C,Espagnole,Madrid,Portugal,60
Othmani,Karen,F,1993-12-03,Option C,Japonaise,Rabat,UK,61
Petit,Robert,M,1968-06-02,Option C,Japonaise,Bordeaux,Italie,37
Robert,Marc,M,2006-07-20,Option C,Marocaine,Casablanca,Égypte,63
Lahlou,Ikram,M,1970-07-16,Option B,Marocaine,Londres,Argentine,21
Jones,Karim,M,2003-10-11,Option C,Marocaine,Meknès,Australie,38
Fathy,Ali,M,1996-09-13,Option C,Japonaise,Fès,Chine,37
Brown,Jennifer,F,1968-02-17,Option A,Marocaine,Tanger,Tunisie,43
El Amrani,Jennifer,F,1965-08-08,Option C,Américaine,Rabat,Inde,58
Jones,Joseph,F,1964-04-22,Option C,Canadienne,Lisbonne,Australie,18
Jones,Julie,F,1969-08-09,Option B,Japonaise,Rabat,Espagne,37
Durand,Christopher,M,1960-03-20,Option B,Française,Casablanca,Mexique,24
Wilson,Ahmed,F,1965-07-02,Option B,Canadienne,Madrid,Espagne,61
Dupont,Mehdi,F,1982-03-02,Option C,Allemande,Genève,France,22
Garcia,Julien,M,2005-01-27,Option B,Française,Montreal,Australie,31
Johnson,David,M,1982-11-21,Option C,Marocaine,Madrid,Australie,53
Richard,Nour,F,1990-12-01,Option B,Française,Rabat,Brésil,38
Robert,Robert,M,2006-06-27,Option C,Française,Lyon,Espagne,28
Moreau,Julien,M,1962-11-16,Option B,Japonaise,Marrakech,UK,54
Wilson,Omar,F,1981-11-15,Option B,Espagnole,Montreal,Brésil,51
Laurent,Mathieu,M,1983-03-17,Option C,Allemande,Agadir,Suisse,59
El Amrani,Marwa,M,1982-03-17,Option C,Française,Bordeaux,Allemagne,49
Brown,James,F,1992-03-18,Option B,Canadienne,Bruxelles,USA,40
Laurent,Marc,F,1984-01-12,Option B,Française,Kenitra,Allemagne,30
Martin,Aicha,F,1978-01-26,Option C,Marocaine,Tanger,UK,41
Rodriguez,Salma,F,2005-12-09,Option C,Canadienne,Madrid,Égypte,24
Adel,Marie,F,1972-10-22,Option C,Marocaine,Rome,Brésil,59
El Amrani,Zineb,M,1994-02-21,Option B,Canadienne,Madrid,Brésil,56
Smith,Mary,F,1999-07-11,Option A,Allemande,Oujda,UK,46
Khaled,Camille,M,1990-12-11,Option C,Française,Rome,Japon,38
Laurent,Jessica,F,1979-09-23,Option C,Canadienne,Rome,Italie,47
Williams,Nour,F,1975-07-11,Option C,Marocaine,Marrakech,Japon,32
Bernard,Ali,M,1964-05-14,Option A,Canadienne,Marseille,UK,35
Dubois,Sophie,M,1968-07-05,Option B,Allemande,Montreal,Italie,51
Miller,Mathieu,F,1984-01-12,Option B,Française,Marseille,Maroc,42
Smith,John,M,1979-08-21,Option A,Française,Oujda,Canada,46
Khaled,Susan,M,1974-01-03,Option C,Française,Rabat,Brésil,61
Miller,Karim,F,1980-04-24,Option A,Canadienne,Kenitra,UK,43
Laurent,Camille,F,1998-03-20,Option C,Canadienne,Londres,Inde,24
Jones,Claire,F,1982-07-23,Option A,Canadienne,Tétouan,UK,23
Davis,Linda,M,1973-08-28,Option B,Française,Kenitra,Portugal,30
