id,nom,prenom,genre,age,pays,ville,type_etablissement,etablissement,niveau,email,moyenne,absence,diplome
STU_000519,Jones,Emma,M,15,USA,Köln,High School,Yale University,Year 9,emily.wilson560@school.edu,11.15941287088788,2,A-Level
STU_000657,Roy,Léa,M,9,Allemagne,Tanger,Lycée,University of Oxford,Graduate,manon.thomas762@school.edu,16.37518873372153,8,Master's Degree
STU_001288,Thomas,Clara,M,14,USA,Meknès,University,Kant-Gymnasium,Graduate,ava.garcia234@school.edu,12.555164081222367,2,Doktor
STU_000659,Robert,Rachid,M,6,UK,Rabat,Lycée,Collège Voltaire,Junior,alejandro.perez49@school.edu,15.94498461097325,8,Grado
STU_001222,Benali,Marwa,M,8,USA,Ottawa,Primaria,Jefferson Elementary,Grade 12,lily.brown73@school.edu,14.272744862908459,8,Master
STU_000855,Fernández,Noah,F,9,USA,Houston,Secondary School,University of Toronto,Grade 9,lucía.martínez187@school.edu,16.700880503510188,8,Bachelor's Degree
STU_000404,López,Lucía,F,19,Espagne,Meknès,Universidad,Colegio Velázquez,CE2,lily.taylor388@school.edu,13.774131068689996,1,Bachillerato
STU_001317,Evans,Oliver,M,8,USA,Montreal,Middle School,Universität Hamburg,Grade 12,emilia.becker794@edu,12.911296036793681,8,Bachelor's
STU_000892,Meyer,Elias,M,5,Allemagne,München,Gymnasium,Humboldt-Gymnasium,Klasse 12,amelia.johnson343@school.edu,12.429179821542036,0,Abitur
STU_000153,García,Noah,M,7,Espagne,Marrakech,Primary School,École Pasteur,Klasse 4,ava.tremblay277@school.edu,14.030355576840329,9,PhD
STU_001361,Davis,Paul,M,9,USA,Paris,Secondary School,McGill University,1ère AC,ali.elamrani602@school.edu,12.66616470913624,10,ESO
STU_001693,Davies,Emily,M,12,Canada,Paris,High School,University of Oxford,3º ESO,john.jones363@school.edu,15.967222765755594,4,Brevet
STU_001206,Williams,Benjamin,M,8,USA,Liverpool,University,King's Primary School,Grade 6,chloe.thomas799@school.edu,16.773639296291844,4,PhD
STU_000067,Petit,Leo,F,21,Allemagne,München,Gymnasium,École Mohammed V,5ème,charlie.thomas252@edu,15.633755100195197,8,Doktor
STU_000265,Leroy,Fatima,M,5,UK,Liverpool,University,Westminster Primary,Grade 2,rachid.chakir252@school.edu,17.11682534251115,5,Bachelor's
STU_000553,Sqalli,Amine,M,10,Maroc,Düsseldorf,École Primaire,Université Grenoble Alpes,Klasse 3,pablo.fernández83@school.edu,12.747144225225757,8,Doctorado
STU_001950,Martin,Isabella,M,8,Maroc,Los Angeles,Secondary School,Cambridge High School,First Year,mathis.dupont283@school.edu,11.379010446711813,2,GCSE
STU_000402,Schneider,Paula,M,6,Canada,Oxford,École Primaire,Mozart Grundschule,Klasse 3,laila.benjelloun266@school.edu,17.11083272167273,3,Baccalauréat
STU_000353,Schmidt,Youssef,F,10,France,Lille,Collège,Oxford High School,CM1,mathis.simon230@school.edu,13.616166784305086,9,Certificat Primaire
STU_000729,Wilson,Noah,M,8,Canada,Toronto,Lycée,Lincoln Elementary,Grade 10,felix.schmidt935@school.edu,17.1882167382525,0,PhD
STU_000991,Sqalli,Olivia,M,22,Maroc,Berlin,Secundaria,Adams Middle School,5ème,mehdi.elamrani944@school.edu,12.18600049237836,6,Baccalauréat
STU_000251,Williams,Ali,M,15,UK,Düsseldorf,High School,Université Grenoble Alpes,Year 11,daniel.smith694@school.edu,13.272293666670336,4,Master
STU_000621,Hoffmann,Emilia,F,10,UK,Oujda,Lycée,Universität München,4ème année,felix.schmidt935@school.edu,12.315023925921587,15,Baccalauréat
STU_001802,Sánchez,Mia,M,18,Maroc,Tanger,Primaria,Mozart Grundschule,Senior,emily.brown851@school.edu,13.721640438310901,7,Baccalauréat
STU_000267,Wagner,Clara,M,9,Allemagne,Berlin,Gymnasium,Universität Heidelberg,4. Semester,lucía.garcía602@school.edu,16.88151937759938,8,Abitur
STU_000008,Taylor,Marwa,F,18,Allemagne,Marseille,Lycée,École Jean Jaurès,2º Bachillerato,rachid.chakir252@school.edu,11.907715095100427,8,Baccalauréat
STU_001502,Davies,Raphaël,M,11,Maroc,Winnipeg,Middle School,University of Alberta,Máster,raphaël.durand702@school.edu,10.498700541760343,13,PhD
STU_001796,El Amrani,Daniel,M,8,Canada,Düsseldorf,Elementary School,Schiller-Gymnasium,Grade 5,isabella.wilson819@school.edu,13.330279477610489,2,Grado
STU_001555,Jones,Raphaël,F,8,Canada,Marseille,Secondary School,Goethe-Gymnasium,Grade 12,alejandro.perez49@school.edu,16.956724063780086,9,Bachelor
STU_001860,Simon,Ben,M,8,Maroc,Strasbourg,École Primaire,Lycée Hassan II,Grade 2,olivia.wilson727@edu,11.508635061139557,4,Brevet
STU_000838,Hoffmann,Paula,F,10,USA,Nantes,Collège,Montreal High School,Master 2,thomas.davis746@edu,12.108760734361226,8,Bachelor's
STU_000063,López,Fatima,F,9,Espagne,Zaragoza,Primaria,Instituto Lope de Vega,3º Curso,lucía.garcía602@school.edu,12.569579173354432,4,ESO
STU_000983,Leroy,Oliver,M,14,France,Toulouse,Primary School,Instituto Ramón y Cajal,Grade 7,william.wilson520@school.edu,12.625946823457534,-1,Master
STU_001531,Williams,Ava,F,10,Canada,Montreal,Primary School,Universität München,Year 3,paula.fernández826@school.edu,12.599116053633754,7,Bachelor's
STU_001693,Dupont,Mehdi,M,19,Espagne,Valencia,High School,Universidad Complutense,Grade 1,isabella.johnson956@school.edu,13.560147806043277,4,PhD
STU_001438,Schneider,Zoé,M,19,Canada,Quebec City,Primary School,Collège Averroès,4º ESO,noah.taylor975@school.edu,14.886081881468245,2,PhD
STU_000504,MacDonald,Lucas,F,8,Allemagne,Hamburg,École Primaire,Schiller Grundschule,Licence 2,jacob.evans832@school.edu,14.776139436012198,1,Master
STU_001498,Williams,Sophia,M,5,USA,Chicago,Secondary School,Oxford High School,Grade 5,matthew.johnson787@school.edu,15.904486725227185,1,High School Diploma
STU_000478,Schmidt,Omar,F,5,Allemagne,Hamburg,Grundschule,Instituto Ramón y Cajal,5ème,matthew.martinez802@edu,12.618445208183692,6,Máster
STU_001377,Jones,Jacob,M,10,France,Tanger,École Primaire,Jefferson Elementary,Tronc Commun,anna.muller39@school.edu,15.922724697634424,5,Licence
STU_000293,Dupont,Zoé,M,15,Maroc,Oujda,Université,Lycée Condorcet,2ème année,lucas.simon673@school.edu,14.410464237037699,1,Baccalauréat
STU_000495,Wilson,Emily,M,7,UK,London,Secondary School,Cedar Elementary,Klasse 2,salma.bennani176@school.edu,10.950841256280524,7,High School Diploma
STU_001244,MacDonald,Poppy,M,6,Allemagne,Ottawa,Universität,Franklin Middle School,6º Primaria,jack.williams437@school.edu,12.743402068157618,8,Doctorado
STU_001633,Schmidt,Omar,M,5,Allemagne,Hamburg,Universität,Universität Heidelberg,CP,karim.tazi959@edu,11.7284288573726,8,Doktor
STU_000753,Hoffmann,Evelyn,F,9,UK,München,Grundschule,Goethe Grundschule,2º ESO,emily.martin24@school.edu,11.506052926345593,1,Abitur
STU_000964,Martin,Sophia,M,14,Canada,Calgary,Grundschule,Stanford University,S3,mia.wagner484@school.edu,16.926302788919482,8,Bachelor's Degree
STU_001508,Davis,Ethan,M,5,Canada,Valencia,Secondary School,École Mohammed V,Grade 4,mia.schulz802@school.edu,14.091267324229715,0,Brevet
STU_001825,Rodríguez,Amina,F,12,Espagne,Sevilla,Universidad,Instituto Lope de Vega,Klasse 10,amina.benali580@school.edu,16.599078257159633,10,ESO
