id,nom,prenom,genre,age,pays,ville,type_etablissement,etablissement,niveau,email,moyenne,absence,diplome
STU_000871,El Amrani,Hugo,f,10,Allemagne,Lille,École Primaire,Lycée Moulay Youssef,3ème,ava.davies673@school.edu,17.737952360874683,17,Baccalauréat
STU_000674,Roy,Ahmed,f,14,USA,Rabat,University,McGill University,4º ESO,ethan.wilson913@school.edu,24.55113985723102,6,Master
STU_000743,Schmidt,Ali,m,13,Allemagne,Berlin,École Primaire,Schiller-Gymnasium,CM1,sophia.schneider96@school.edu,9.383906298510135,1,Abitur
STU_000285,Williams,Emily,f,8,Espagne,Seattle,Secondary School,Eton College,Second Year,hugo.lópez108@edu,20.437382577004215,5,PhD
STU_000514,Fernández,Emilia,f,8,Allemagne,Marrakech,Université,Schiller-Gymnasium,5ème,zoe.durand899@school.edu,19.62016092938606,8,Master's
STU_001326,Martin,Oliver,m,10,Maroc,Madrid,Primaria,Lycée Descartes,Grade 9,lina.muller815@edu,10.99215227852596,6,Bachelor's
STU_000096,Chakir,Ikram,m,6,France,Casablanca,Lycée,Lycée Condorcet,2ème AC,oliver.johnson333@school.edu,12.114056763628364,9,Certificat Primaire
STU_001187,Garcia,Lena,m,12,France,Vancouver,Elementary School,Imperial College London,Grade 1,luis.muller910@school.edu,9.157238706134263,8,Master
STU_001428,Sánchez,Ahmed,m,16,Maroc,Fès,Lycée,University of Alberta,1º ESO,emma.garcia778@edu,9.124995753082288,7,Doctorat
STU_000237,Sqalli,Lucía,m,14,Allemagne,Madrid,Secundaria,Instituto Lope de Vega,Year 4,nour.tazi916@school.edu,12.579271682072731,6,Baccalauréat
STU_001377,Müller,Amine,m,22,Maroc,Tanger,Secondary School,Collège Pierre et Marie Curie,6ème,mehdi.tazi967@school.edu,11.604222078064382,7,A-Level
STU_001242,Becker,Lena,f,13,Allemagne,Leipzig,Gymnasium,Université Hassan II,2. Semester,finn.wagner714@school.edu,24.948454242486456,9,Bachelor
STU_001639,López,Laila,m,7,Espagne,Sevilla,Primaria,Pine Elementary,6º Primaria,aicha.elamrani226@edu,12.70185566636769,5,Máster
STU_001208,Bennani,Martina,f,22,Espagne,Valencia,Universidad,Colegio Cervantes,1º Primaria,alejandro.martín968@school.edu,24.500444861217282,3,ESO
STU_001117,Wilson,Martina,m,8,USA,Frankfurt,Primary School,Eton College,Postgraduate,david.brown691@school.edu,9.75052280204653,9,PhD
STU_001133,Williams,Emily,m,7,Canada,Winnipeg,Secondary School,Maple Elementary,Grade 12,leo.gómez908@school.edu,12.260286983282667,8,Baccalauréat
STU_001089,El Amrani,Benjamin,m,8,Allemagne,Birmingham,Secondary School,Schiller-Gymnasium,Grade 8,ethan.martin109@school.edu,8.593425052555414,5,Grado
STU_000759,Johnson,Noah,m,6,UK,Calgary,University,King's Primary School,Licence 3,laila.alaoui425@school.edu,11.742358238804139,18,Abitur
STU_000848,Chakir,Alexander,f,4,Maroc,Sevilla,École Primaire,Central High School,Seconde,mathis.dupont845@school.edu,21.17283858872075,5,Bachelor's
STU_000617,Chakir,Lucía,f,20,Espagne,Valencia,Universidad,Instituto Ramón y Cajal,3º Curso,lily.smith665@school.edu,19.035157712631296,6,Grado
STU_000839,Taylor,Camille,m,17,UK,Düsseldorf,École Primaire,LSE,1º ESO,raphaël.bernard583@school.edu,12.62545607968764,9,High School Diploma
STU_001341,Johnson,Charlie,m,8,Canada,New York,Secondary School,École Mohammed V,Year 8,sanae.idrissi879@school.edu,12.530128906731196,5,Bachelor's Degree
STU_000137,Williams,Amelia,f,8,UK,Lyon,Secondary School,Colegio Velázquez,Klasse 1,mia.rodriguez33@edu,20.204249214144056,6,Master's Degree
STU_000145,Garcia,Sarah,m,10,Espagne,Marrakech,University,Schiller Grundschule,CM1,fatima.idrissi181@edu,12.289105943151856,1,Licence
STU_000011,Meyer,Zineb,f,8,Allemagne,Nantes,Universität,Kant-Gymnasium,Grade 2,hannah.wagner527@school.edu,24.707313159995586,5,Master
STU_000059,Chakir,Joseph,m,22,Maroc,Bordeaux,Collège,Université Hassan II,Seconde,sophie.johnson146@school.edu,11.980413703436879,6,Doctorat
STU_000035,Schulz,Jacob,m,8,Canada,Sevilla,Gymnasium,Imperial College London,Grade 10,daniela.sánchez853@school.edu,10.618608065709859,8,Abitur
STU_000995,Gómez,María,m,14,Allemagne,Bilbao,Université,MIT,First Year,isla.davies543@school.edu,9.480629906530226,6,PhD
