nom,prenom,genre,Date_de_naissance,Lieu_de_naissance,nationalite,ville,pays,age
Richard,Mehdi,m,2020-09-21,Option C,Japonaise,Montreal,Brésil,91.5
Richard,Omar,f,2021-10-14,Option A,Française,Bruxelles,Australie,16.5
Laurent,John,m,2022-05-25,Option C,Japonaise,Tanger,Espagne,67.5
Durand,Linda,f,2022-11-15,Option B,Japonaise,Bruxelles,Brésil,25.5
Garcia,Zineb,m,2020-10-02,Option C,Allemande,Fès,Inde,58.5
Essadiq,Christopher,m,2022-03-23,Option C,Japonaise,Bruxelles,Chine,40.5
Rodriguez,Jean,f,2020-05-12,Option B,Canadienne,Montreal,Brésil,33.75
Miller,Rachid,f,2022-10-19,Option B,Espagnole,Agadir,Brésil,24.0
Hassan,Hugo,f,2022-03-05,Option A,Canadienne,Lisbonne,Espagne,43.5
Wilson,Pierre,f,2022-09-24,Option C,Marocaine,Tokyo,Belgique,38.25
Martin,Sarah,f,2023-01-24,Option C,Allemande,Marseille,USA,15.0
Rodriguez,Amina,f,2022-12-01,Option B,Française,Rabat,Australie,47.25
Rodriguez,Laila,m,2022-12-23,Option C,Américaine,Rabat,Australie,73.5
Jones,Elizabeth,f,2022-08-30,Option B,Canadienne,Madrid,UK,17.25
Adel,Karim,f,2022-03-30,Option B,Française,Fès,Allemagne,46.5
Benali,Mehdi,m,2020-06-22,Option C,Marocaine,Fès,Suisse,43.5
Davis,Jessica,f,2021-11-12,Option A,Espagnole,Bruxelles,Allemagne,31.5
Jones,Mehdi,f,2022-10-02,Option A,Américaine,Bordeaux,Portugal,41.25
Richard,Claire,f,2022-06-05,Option C,Marocaine,Montreal,Japon,15.75
Richard,Pierre,m,2021-07-19,Option B,Française,Rabat,Égypte,97.5
Ibrahim,Patricia,f,2021-10-16,Option A,Marocaine,Marseille,Australie,36.75
El Haddad,Louis,m,2022-01-05,Option A,Marocaine,Lyon,Italie,57.0
Bernard,Mehdi,f,2023-05-12,Option C,Allemande,Lisbonne,Inde,21.75
Mahmoud,Marie,m,2020-04-06,Option B,Marocaine,Meknès,Belgique,88.5
Ibrahim,Julien,m,2022-06-13,Option C,Canadienne,Tétouan,Maroc,58.5
Smith,Sophie,m,2021-12-31,Option C,Marocaine,Paris,USA,91.5
El Amrani,James,f,2023-02-20,Option C,Française,Oujda,Tunisie,44.25
Rodriguez,Hugo,f,2021-06-14,Option B,Marocaine,Rabat,Allemagne,39.0
El Amrani,Mehdi,m,2021-08-28,Option C,Marocaine,Lisbonne,Allemagne,90.0
El Amrani,Linda,f,2023-01-01,Option B,Canadienne,Toulouse,USA,21.0
Jones,Nour,f,2021-03-10,Option C,Américaine,Kenitra,Japon,19.5
Mohamed,Susan,m,2020-07-20,Option B,Espagnole,Rabat,Égypte,85.5
Richard,Susan,f,2023-10-12,Option C,Canadienne,Rome,UK,15.75
Mohamed,Hassan,f,2020-05-08,Option B,Marocaine,Marseille,Portugal,43.5
Williams,Michael,m,2020-09-14,Option B,Japonaise,Kenitra,Égypte,45.0
Williams,Ahmed,m,2023-09-15,Option C,Canadienne,Marrakech,Italie,73.5
Durand,Nour,f,2020-07-08,Option A,Marocaine,Tanger,Allemagne,48.0
Laurent,Amina,m,2020-12-26,Option C,Marocaine,Kenitra,Argentine,55.5
Richard,Hassan,f,2022-05-24,Option C,Canadienne,Bruxelles,Allemagne,25.5
Smith,Ali,m,2022-11-08,Option A,Française,Bruxelles,Australie,40.5
Richard,Sophie,f,2022-12-22,Option A,Française,Genève,Chine,27.0
El Amrani,Emma,m,2021-12-17,Option A,Française,Montreal,UK,91.5
Durand,Barbara,f,2020-04-12,Option C,Française,Bruxelles,Australie,19.5
Brown,Léa,f,2023-03-29,Option B,Marocaine,Madrid,Japon,42.0
Jones,Julie,f,2021-11-03,Option C,Canadienne,Rabat,UK,28.5
El Idrissi,Susan,f,2022-11-04,Option C,Allemande,Madrid,Japon,25.5
Garcia,Louis,m,2020-09-05,Option C,Espagnole,Bordeaux,Chine,61.5
