id,nom,prenom,genre,age,pays,ville,type_etablissement,etablissement,niveau,email,moyenne,absence,diplome
STU_001975,Martinez,Emma,M,8,France,San Francisco,Elementary School,Cedar Elementary,Grade 11,pablo.martínez175@edu,11.94374761784663,1,Master
STU_001667,Taylor,Lily,M,8,Canada,Oxford,Secondary School,Pine Elementary,Third Year,raphaël.durand702@school.edu,13.137035730677683,1,Bachelor's Degree
STU_000185,Hoffmann,Isla,M,15,Espagne,München,Universität,Kennedy Middle School,Klasse 5,fatima.chakir442@school.edu,16.581770169401295,16,Doktor
STU_000675,Durand,Sanae,F,17,Maroc,Nantes,Lycée,Colegio Picasso,Première,james.garcia85@edu,12.61412019752958,1,Master
STU_000296,Sánchez,María,M,12,Maroc,Berlin,University,Franklin Middle School,Klasse 9,clara.leroy140@school.edu,12.080709226065741,8,PhD
STU_001542,Schmidt,Jacob,F,8,Allemagne,Leipzig,Grundschule,Schiller-Gymnasium,2. Semester,clara.bernard719@school.edu,16.491659159413846,8,Master
STU_001073,Rodriguez,Pablo,M,6,UK,Seattle,Middle School,Stanford University,Grade 10,paul.weber503@school.edu,12.46827865718614,6,PhD
STU_001337,Petit,Ben,M,5,Allemagne,London,Gymnasium,Schiller-Gymnasium,4. Semester,amelia.smith666@edu,11.250874900136207,9,Doktor
STU_000335,Tazi,Léa,F,11,Maroc,Lille,Lycée,Lycée Moulay Youssef,1ère AC,charlotte.brown807@school.edu,16.19727274226531,7,PhD
STU_000495,Jones,William,F,8,UK,Barcelona,Primaria,Collège Averroès,Klasse 8,fatima.elamrani968@school.edu,13.712270238844017,9,Certificat Primaire
STU_001684,Weber,Oscar,F,5,Canada,Birmingham,Universität,Cambridge High School,CM1,jacob.johnson493@school.edu,12.807924618874994,6,Master's Degree
STU_000389,Benjelloun,Daniel,M,10,Allemagne,Marrakech,Gymnasium,Universidad de Salamanca,2ème année,hugo.martin720@school.edu,13.554581000460857,10,Baccalauréat
STU_001591,Smith,Valeria,F,8,Canada,Oxford,Secondary School,East High School,Postgraduate,maría.martín615@school.edu,17.438195581593966,6,Bachelor's
