nom,prenom,genre,Date_de_naissance,Lieu_de_naissance,nationalite,ville,pays,age
Laurent,Louis,M,1962-10-28,Option B,Japonaise,Tanger,Tunisie,46
Davis,Julien,M,1984-11-09,Option C,Canadienne,Londres,UK,63
Brown,Nicolas,M,1972-01-12,Option A,Française,Tanger,Belgique,60
Chentouf,Rachid,F,2007-11-01,Option C,Américaine,Bruxelles,UK,37
Ibrahim,Sophie,F,1985-01-22,Option C,Canadienne,Kenitra,Espagne,31
Brown,Rachid,F,1996-03-02,Option A,Américaine,Lyon,Espagne,51
Miller,John,M,1996-11-16,Option A,Française,Bruxelles,UK,59
Robert,Zineb,M,1999-11-01,Option B,Française,Marrakech,UK,38
Durand,Mehdi,M,2007-09-10,Option C,Japonaise,Rabat,Mexique,62
Jones,Zineb,M,1970-04-16,Option C,Japonaise,Rabat,UK,35
El Idrissi,Zineb,F,1962-02-24,Option A,Marocaine,Marseille,Japon,26
Williams,Daniel,M,1991-02-15,Option C,Française,Paris,Australie,32
Robert,Claire,F,1995-05-02,Option C,Allemande,Marseille,Mexique,27
Chentouf,Rachid,M,1977-08-26,Option C,Américaine,Rabat,UK,61
El Amrani,Léa,M,1989-11-28,Option B,Française,Montreal,USA,21
Smith,Patricia,M,2001-04-16,Option C,Américaine,Bruxelles,UK,25
Mahmoud,Jennifer,F,1964-04-15,Option B,Canadienne,New York,Allemagne,32
Garcia,Luc,M,1987-08-23,Option C,Marocaine,Berlin,UK,48
Johnson,Ali,F,1982-03-07,Option A,Canadienne,Bruxelles,Inde,37
Martin,Michael,M,1989-07-21,Option B,Canadienne,Kenitra,France,58
Smith,Robert,M,2005-01-21,Option C,Espagnole,Bruxelles,Japon,18
Smith,Marie,M,1999-05-26,Option C,Allemande,Meknès,Allemagne,22
Smith,Mohamed,M,1987-01-06,Option B,Française,Bordeaux,Belgique,51
Martin,William,M,1996-09-13,Option B,Américaine,Montreal,Mexique,43
Jones,Julie,F,1986-01-06,Option C,Française,Lyon,Espagne,59
Williams,Marc,M,1964-08-13,Option C,Japonaise,Lyon,Brésil,60
Benali,Omar,M,1982-08-03,Option B,Américaine,Fès,Portugal,29
Jones,Joseph,F,1988-06-23,Option B,Allemande,Paris,Italie,33
Garcia,Ikram,F,1960-09-15,Option B,Espagnole,Marrakech,Australie,29
Rodriguez,Emma,F,1997-01-21,Option C,Marocaine,Lyon,Australie,58
El Haddad,Rachid,F,1979-09-25,Option C,Américaine,Rome,Suisse,34
Robert,Élodie,M,1967-11-21,Option B,Canadienne,Genève,Égypte,40
Khaled,Daniel,M,1995-02-13,Option C,Française,Tétouan,Inde,34
El Amrani,Nicolas,M,1965-07-10,Option B,Française,Tanger,Japon,48
Smith,Camille,F,1966-01-06,Option A,Française,Bordeaux,Belgique,32
Rodriguez,James,F,1969-11-09,Option B,Française,Kenitra,Espagne,63
El Amrani,Barbara,F,1962-04-20,Option B,Française,Bruxelles,Allemagne,61
Rodriguez,Zineb,F,1998-11-09,Option A,Allemande,Tanger,USA,27
Jones,Susan,F,2005-01-27,Option B,Française,Casablanca,Allemagne,33
Garcia,Linda,M,1971-03-05,Option B,Américaine,Genève,USA,47
Moreau,Laila,M,2002-04-07,Option C,Japonaise,Casablanca,Belgique,47
Dupont,Karen,F,1999-07-11,Option B,Française,Berlin,USA,32
Laurent,Sarah,M,1991-11-17,Option A,Américaine,Meknès,Égypte,31
Jones,Karim,F,1992-11-03,Option B,Française,Kenitra,UK,49
Hassan,Michael,M,1986-03-22,Option C,Française,Madrid,France,56
Hassan,Karen,F,2007-12-23,Option C,Canadienne,Casablanca,Espagne,31
Jones,Pierre,M,1989-11-11,Option C,Française,Casablanca,Allemagne,42
Bernard,Jessica,F,1985-06-21,Option C,Française,Agadir,Allemagne,29
Smith,Samir,F,1970-07-12,Option C,Marocaine,Tanger,Égypte,34
Ibrahim,Antoine,M,2007-12-04,Option C,Américaine,Lisbonne,Australie,39
Rodriguez,Michael,F,1974-03-21,Option B,Américaine,Marrakech,Australie,63
Martin,Michael,M,1966-01-06,Option A,Américaine,Rabat,Inde,38
Wilson,Sophie,F,1995-11-21,Option C,Canadienne,Agadir,France,48
Benali,Hugo,M,2002-10-22,Option C,Japonaise,Bordeaux,UK,31
Jones,Robert,F,1968-03-05,Option B,Française,Agadir,Australie,36
Richard,Laila,F,1967-05-18,Option B,Canadienne,Agadir,Espagne,60
Robert,Elizabeth,M,1982-08-19,Option C,Canadienne,Berlin,Tunisie,20
Martin,Karen,F,1982-08-22,Option C,Américaine,Casablanca,Chine,40
Laurent,Jessica,F,1980-11-16,Option C,Canadienne,Meknès,Italie,22
Martin,Jessica,M,2003-05-06,Option C,Américaine,Oujda,Australie,62
El Idrissi,Élodie,F,1998-07-26,Option B,Américaine,Lisbonne,Égypte,31
Davis,Mary,F,2002-09-18,Option C,Allemande,Bruxelles,Japon,24
Fathy,James,F,1992-10-17,Option B,Française,Marrakech,Australie,25
Chentouf,Rachid,F,1986-03-22,Option B,Américaine,Kenitra,Australie,48
Fathy,Aicha,M,1960-11-11,Option C,Française,Madrid,Suisse,20
Jones,James,M,2000-05-07,Option C,Japonaise,Tokyo,Espagne,53
Laurent,Susan,F,1976-06-16,Option B,Canadienne,Madrid,Australie,43
Jones,Zineb,M,1993-10-16,Option B,Canadienne,Marseille,Canada,39
Davis,William,F,1966-09-10,Option B,Espagnole,Marrakech,UK,56
Miller,Marc,M,1996-04-16,Option B,Française,Casablanca,Brésil,61
Williams,Élodie,M,1964-11-07,Option B,Américaine,Casablanca,Brésil,32
Martin,David,F,2001-05-16,Option C,Canadienne,Marseille,Allemagne,60
Adel,Hugo,M,1996-02-24,Option B,Française,Marrakech,Chine,47
Rodriguez,Michael,F,1992-08-16,Option B,Française,Londres,Espagne,50
Miller,Salma,F,1989-09-18,Option A,Canadienne,Paris,Inde,61
Essadiq,Michael,M,2004-11-19,Option B,Française,New York,Allemagne,30
Wilson,Karen,F,2004-05-15,Option C,Japonaise,Oujda,Chine,22
Mahmoud,Élodie,M,1996-04-16,Option B,Américaine,Rabat,Australie,50
Durand,Jessica,F,1985-08-18,Option A,Américaine,Lyon,Mexique,65
Jones,David,F,1996-12-15,Option C,Marocaine,Meknès,Espagne,51
El Idrissi,Ahmed,F,1976-10-04,Option A,Allemande,Lyon,Australie,64
El Amrani,Luc,M,1973-06-02,Option B,Canadienne,Rabat,Allemagne,32
Richard,Karen,F,1999-01-18,Option A,Américaine,Paris,USA,34
Jones,Joseph,M,1966-11-12,Option B,Américaine,Rabat,Allemagne,31
Rodriguez,Marie,F,1963-01-12,Option C,Japonaise,Kenitra,Suisse,47
Ibrahim,Mathieu,M,1966-02-06,Option B,Espagnole,Agadir,UK,27
Durand,Camille,F,1960-08-12,Option C,Marocaine,Agadir,Suisse,59
Jones,Daniel,F,1960-11-11,Option C,Marocaine,Madrid,Espagne,30
Ibrahim,Marc,M,1988-05-14,Option C,Canadienne,Paris,Australie,43
Miller,Mary,F,1991-11-01,Option C,Allemande,Marseille,Australie,39
Moreau,Mathieu,M,1992-11-04,Option A,Japonaise,Bruxelles,Chine,62
Essadiq,Rachid,M,1994-11-21,Option B,Marocaine,Kenitra,Italie,26
Bernard,Omar,M,1986-05-27,Option B,Américaine,Rabat,Suisse,67
El Idrissi,Ahmed,M,1962-09-06,Option A,Allemande,Rome,Brésil,52
Williams,Michael,M,1969-08-09,Option C,Française,Paris,Australie,46
Mouline,Samir,F,1975-02-21,Option A,Marocaine,Tanger,Australie,35
Chentouf,William,F,1968-05-26,Option C,Marocaine,Rabat,Inde,26
Miller,Camille,F,1967-03-15,Option C,Française,Lisbonne,Espagne,31
El Idrissi,Marwa,M,1985-06-19,Option C,Espagnole,Tanger,Italie,44
Dupont,Robert,F,1962-06-20,Option C,Espagnole,Londres,Brésil,45
Martin,Jessica,M,1987-04-28,Option C,Allemande,Marseille,Allemagne,58
Richard,Julien,M,1980-12-04,Option C,Japonaise,Casablanca,Japon,29
Jones,Karen,F,2006-12-10,Option A,Marocaine,Tétouan,Belgique,49
Ibrahim,Chloé,F,2006-08-13,Option B,Marocaine,Rome,Australie,36
Lahlou,Hassan,F,1966-08-11,Option C,Canadienne,Rabat,Allemagne,39
Jones,Hassan,F,1968-06-02,Option B,Espagnole,Casablanca,Espagne,23
Laurent,Marie,M,1985-07-18,Option B,Française,Tétouan,Allemagne,48
Durand,Susan,F,1997-04-24,Option C,Américaine,Berlin,UK,38
Richard,Ahmed,F,2004-05-09,Option A,Marocaine,Berlin,Belgique,37
Jones,Jennifer,M,1981-03-28,Option A,Espagnole,Madrid,Égypte,58
Miller,Sophie,F,1964-07-03,Option C,Française,Paris,Tunisie,47
El Amrani,Julien,M,1965-07-02,Option C,Canadienne,Meknès,USA,24
Brown,Julien,M,2002-04-07,Option B,Américaine,Bruxelles,Allemagne,32
Rodriguez,Chloé,F,1997-04-24,Option A,Canadienne,Oujda,Australie,44
Garcia,Joseph,F,1964-10-11,Option C,Américaine,Madrid,Australie,30
Essadiq,Youssef,M,1965-07-10,Option B,Française,Rabat,Argentine,30
Williams,Karim,M,1987-04-07,Option B,Japonaise,Agadir,Belgique,30
Mohamed,Camille,F,1996-11-04,Option A,Marocaine,Londres,Chine,41
Moreau,Chloé,M,1965-07-16,Option A,Américaine,Casablanca,USA,61
Essadiq,Elizabeth,M,1965-11-17,Option B,Canadienne,Tanger,Égypte,63
Miller,Antoine,F,1974-10-14,Option C,Canadienne,Kenitra,Australie,62
Smith,Camille,M,1989-11-11,Option C,Marocaine,Madrid,Portugal,41
Rodriguez,Jennifer,M,2003-12-13,Option C,Française,Lyon,Canada,29
Garcia,Mary,F,2000-02-13,Option C,Canadienne,Casablanca,France,34
Miller,Karim,F,1968-03-02,Option B,Française,Lyon,Japon,59
Dubois,Rachid,M,1990-11-05,Option C,Allemande,Paris,Belgique,35
Moreau,Ikram,F,2002-02-12,Option A,Japonaise,Lyon,Brésil,48
Davis,Sophie,M,2005-11-09,Option B,Canadienne,Lisbonne,UK,26
Martin,Sophie,F,1985-04-17,Option A,Canadienne,Tétouan,Brésil,36
Garcia,Marwa,M,1993-08-22,Option A,Française,Bruxelles,Espagne,44
Martin,Omar,M,1969-06-09,Option A,Marocaine,Rabat,Italie,20
Martin,Mary,M,2004-05-16,Option A,Allemande,Tanger,UK,60
Mouline,Mathieu,M,2006-08-17,Option C,Américaine,Paris,UK,41
Chentouf,Pierre,M,1987-07-25,Option C,Marocaine,New York,Canada,33
Dubois,Jennifer,M,1969-06-09,Option B,Marocaine,Casablanca,Brésil,53
Mouline,Ikram,F,1976-08-06,Option C,Américaine,Tanger,Chine,57
Jones,Antoine,M,1988-05-16,Option B,Japonaise,Fès,UK,61
Williams,Pierre,M,1992-12-26,Option C,Japonaise,Agadir,Espagne,52
Smith,Patricia,M,1994-01-10,Option B,Canadienne,Oujda,Allemagne,32
Jones,Youssef,F,1990-04-14,Option B,Française,Rabat,Belgique,51
El Idrissi,Jennifer,F,1960-08-24,Option A,Américaine,Genève,Espagne,50
Johnson,Élodie,M,1996-04-01,Option A,Allemande,Marseille,Espagne,35
Jones,Marie,F,1973-10-13,Option B,Canadienne,Kenitra,Japon,47
Khaled,William,M,1979-09-23,Option B,Américaine,Meknès,Maroc,34
Chentouf,Linda,F,1987-12-17,Option B,Française,Kenitra,Égypte,58
Martin,Mehdi,F,1987-05-22,Option A,Française,Kenitra,Australie,53
Moreau,Karim,F,2006-09-22,Option B,Canadienne,Londres,UK,24
Dupont,Claire,F,2003-02-16,Option A,Japonaise,Lyon,Japon,35
Rodriguez,Ahmed,F,1981-03-02,Option C,Française,Madrid,Portugal,60
Williams,Jennifer,M,2006-10-07,Option B,Marocaine,Toulouse,Tunisie,42
Robert,Ahmed,F,1962-06-26,Option B,Japonaise,Casablanca,Portugal,20
Adel,Mohamed,F,1989-07-13,Option B,Marocaine,Oujda,Italie,41
Richard,Michael,M,1975-07-07,Option B,Canadienne,Montreal,Australie,55
Jones,Susan,F,1973-08-13,Option A,Canadienne,New York,Maroc,36
Rodriguez,Hugo,M,1967-03-09,Option B,Française,Agadir,Australie,61
Jones,Rachid,M,1997-04-19,Option C,Française,Casablanca,Australie,36
Davis,Nicolas,M,1986-03-22,Option B,Canadienne,Rabat,Belgique,65
Adel,Joseph,M,1979-07-28,Option C,Française,Rabat,Espagne,65
Essadiq,Mehdi,M,1992-04-15,Option C,Marocaine,Fès,Belgique,40
Johnson,Antoine,F,1992-01-25,Option B,Française,Madrid,Suisse,31
Johnson,Patricia,F,1963-07-12,Option B,Espagnole,Bruxelles,Japon,49
Laurent,Marwa,F,1970-08-17,Option C,Française,Meknès,Japon,39
Jones,Jessica,F,1982-01-09,Option B,Canadienne,Casablanca,UK,58
Dubois,Youssef,M,1985-05-07,Option C,Marocaine,Bruxelles,UK,24
Benali,John,F,1975-09-27,Option C,Marocaine,Rabat,Australie,52
Mahmoud,Karim,F,1979-04-14,Option B,Canadienne,Meknès,Maroc,27
Garcia,Marc,F,1974-02-24,Option B,Canadienne,Berlin,Brésil,39
Rodriguez,Robert,M,1987-01-25,Option B,Marocaine,Oujda,Italie,57
Ibrahim,Salma,F,1964-05-14,Option B,Française,Lisbonne,Allemagne,39
Rodriguez,Louis,M,1968-05-26,Option C,Américaine,Lisbonne,Brésil,60
Brown,Sophie,F,2006-12-18,Option C,Canadienne,Rabat,UK,33
Khaled,Louis,M,1999-11-01,Option B,Française,Lyon,Maroc,49
Richard,Louis,M,1996-04-16,Option B,Marocaine,Marrakech,Australie,59
Williams,Nour,F,1989-03-03,Option B,Canadienne,Montreal,Mexique,57
Laurent,Nour,F,1960-12-26,Option C,Allemande,Meknès,UK,63
Khaled,Ali,M,1984-01-04,Option C,Américaine,Montreal,Portugal,21
Hassan,Nour,M,2001-12-13,Option C,Américaine,Casablanca,Égypte,33
Richard,Omar,M,1961-03-27,Option B,Française,Lyon,Égypte,34
Richard,David,F,2005-06-04,Option B,Canadienne,Paris,Allemagne,60
Essadiq,Zineb,M,1993-03-06,Option C,Américaine,Meknès,France,28
Bernard,Marc,F,1984-07-19,Option C,Marocaine,Lyon,Brésil,60
Garcia,Elizabeth,M,1978-03-05,Option B,Espagnole,Meknès,Australie,37
Williams,Julie,F,2006-12-01,Option A,Française,Tétouan,USA,22
Dupont,Emma,F,2002-07-16,Option C,Marocaine,Madrid,Brésil,22
Benali,Linda,F,1982-11-21,Option A,Française,Genève,Italie,48
Martin,James,F,1994-01-03,Option A,Espagnole,Madrid,Belgique,33
Hassan,Christopher,M,1989-03-27,Option C,Française,Bordeaux,Maroc,43
Garcia,Michael,M,1975-09-10,Option B,Américaine,Kenitra,Allemagne,28
Miller,Daniel,F,2005-11-13,Option C,Française,Madrid,France,54
Garcia,David,M,1973-08-13,Option C,Française,Rabat,Australie,33
Khaled,Ali,M,1978-03-12,Option B,Marocaine,Lyon,Inde,24
Benali,Robert,M,1965-02-13,Option B,Française,Bruxelles,Allemagne,27
Lahlou,Rachid,F,1992-07-04,Option C,Canadienne,Casablanca,Maroc,64
Richard,Jessica,F,1993-10-14,Option C,Canadienne,Lisbonne,Espagne,24
Richard,Susan,M,1973-10-28,Option C,Allemande,Tanger,Argentine,58
Robert,Sophie,F,1970-06-07,Option C,Marocaine,Lyon,Tunisie,22
Dubois,David,M,1995-10-19,Option C,Américaine,Meknès,Espagne,58
El Amrani,Louis,M,1981-01-23,Option C,Espagnole,Lisbonne,Chine,31
El Idrissi,Pierre,F,1962-09-06,Option B,Allemande,Rabat,Australie,36
Othmani,Hugo,F,2005-10-24,Option A,Française,Rabat,Suisse,35
Laurent,Susan,F,1981-12-16,Option C,Japonaise,New York,Allemagne,50
Dupont,Louis,F,1963-07-09,Option A,Allemande,Lyon,Suisse,59
Johnson,Nicolas,F,1968-11-20,Option B,Canadienne,New York,UK,39
Durand,Karim,F,1968-01-14,Option B,Française,Marseille,Allemagne,39
Dupont,Karen,M,1999-03-04,Option C,Espagnole,Paris,Allemagne,52
Rodriguez,Camille,F,1977-03-09,Option B,Marocaine,Bordeaux,Suisse,23
Lahlou,Julien,F,1999-03-10,Option A,Canadienne,Fès,Suisse,66
Bernard,Emma,F,1986-03-01,Option C,Française,Fès,Maroc,58
Bernard,Zineb,F,1969-11-13,Option A,Française,Bordeaux,USA,57
Martin,Patricia,F,1974-11-18,Option A,Canadienne,Oujda,UK,41
Essadiq,Elizabeth,F,1985-10-07,Option C,Française,Rome,Chine,38
Petit,Marc,M,2005-03-26,Option B,Marocaine,Lisbonne,Inde,32
El Amrani,Robert,F,2005-11-03,Option B,Japonaise,Tanger,Allemagne,31
Robert,Élodie,F,1960-01-10,Option B,Marocaine,Kenitra,Tunisie,50
Williams,Luc,M,1999-08-27,Option A,Canadienne,Genève,Mexique,46
Laurent,Ahmed,M,1989-03-27,Option B,Française,Kenitra,Suisse,63
El Amrani,Claire,F,1968-04-28,Option B,Canadienne,Bordeaux,Allemagne,31
Martin,Marc,M,1981-09-17,Option A,Japonaise,Kenitra,Argentine,62
Smith,Barbara,M,1969-05-17,Option B,Japonaise,Agadir,Allemagne,23
Ibrahim,Mary,F,1972-07-16,Option A,Espagnole,Casablanca,Australie,57
Martin,Hassan,M,2001-10-04,Option A,Espagnole,Rome,Portugal,51
Robert,Fatima,F,1993-10-18,Option C,Japonaise,New York,Chine,56
Laurent,Louis,F,1999-07-14,Option C,Française,Marseille,Mexique,59
Williams,Karim,F,1968-06-04,Option B,Japonaise,Rome,France,59
Jones,Susan,F,1971-04-02,Option B,Marocaine,Lyon,USA,33
El Haddad,Claire,M,1999-04-05,Option C,Française,Tétouan,Mexique,50
Chentouf,Marc,F,1999-06-04,Option C,Marocaine,Fès,Belgique,24
Mahmoud,Omar,M,1970-07-17,Option A,Canadienne,Rabat,Brésil,29
Jones,Marie,F,1988-05-16,Option C,Américaine,Montreal,Espagne,40
Dubois,Daniel,M,1999-04-17,Option B,Marocaine,Madrid,Allemagne,21
Richard,Patricia,F,1966-12-26,Option C,Française,Kenitra,UK,51
Smith,Daniel,F,1977-10-19,Option C,Marocaine,Tanger,Australie,29
Garcia,Élodie,F,1988-05-16,Option C,Allemande,Marseille,Japon,25
Durand,Zineb,F,1964-11-12,Option B,Marocaine,Bruxelles,USA,58
Garcia,Mathieu,M,1974-10-18,Option C,Française,Fès,Australie,23
Smith,Zineb,F,1978-03-12,Option B,Marocaine,Paris,Mexique,59
Durand,Susan,F,1975-02-09,Option B,Française,Paris,Allemagne,26
Miller,Barbara,F,1962-10-11,Option B,Allemande,Marseille,Japon,54
Laurent,Marwa,F,1979-09-25,Option B,Française,Lisbonne,Inde,22
Smith,David,M,2007-05-01,Option B,Française,Marseille,Mexique,35
Bernard,Nour,F,1977-07-18,Option A,Marocaine,Bruxelles,Brésil,52
Fathy,Luc,M,1979-06-06,Option A,Française,Oujda,Belgique,63
Durand,Marc,F,1996-04-22,Option B,Marocaine,Madrid,UK,35
Durand,John,F,1981-01-28,Option A,Marocaine,New York,Canada,34
Bernard,Zineb,M,1971-07-28,Option B,Marocaine,Madrid,France,33
Richard,Thomas,M,1968-04-09,Option C,Américaine,Rabat,Inde,45
El Amrani,Karen,M,1995-05-07,Option B,Américaine,Toulouse,Espagne,61
Moreau,James,M,2006-12-01,Option B,Canadienne,Rabat,Australie,28
El Idrissi,Mathieu,F,1972-10-22,Option A,Marocaine,Genève,Espagne,62
Hassan,Emma,F,1987-05-22,Option A,Française,Paris,Brésil,65
Miller,Marc,M,1987-07-13,Option C,Canadienne,Tanger,Égypte,24
Davis,Mohamed,M,1981-03-20,Option B,Espagnole,Tokyo,UK,52
Benali,Antoine,M,1966-01-06,Option C,Américaine,New York,Maroc,29
Smith,Jean,F,1975-05-20,Option C,Française,Tétouan,Canada,52
Durand,Hugo,F,1985-10-04,Option B,Marocaine,Tanger,Mexique,38
Mouline,Luc,M,1979-07-28,Option B,Américaine,Rabat,Mexique,26
Brown,Mohamed,F,1962-09-14,Option C,Japonaise,Montreal,Brésil,43
El Haddad,Laila,M,1999-07-11,Option C,Marocaine,Agadir,Chine,50
Jones,Aicha,M,2005-08-22,Option B,Française,Lyon,Portugal,60
Johnson,Samir,F,1997-06-15,Option A,Japonaise,Rabat,Italie,62
Mohamed,Susan,M,1990-03-19,Option B,Française,Montreal,Australie,59
Ibrahim,Antoine,F,1962-02-28,Option B,Canadienne,Bruxelles,Espagne,59
Richard,Linda,F,1996-09-21,Option B,Canadienne,New York,Chine,35
Dubois,Emma,M,1984-12-18,Option B,Française,Lyon,Espagne,62
Martin,Joseph,F,1982-06-26,Option C,Japonaise,Rabat,USA,37
Othmani,Louis,F,1974-07-18,Option B,Américaine,Tanger,Espagne,57
Martin,Karim,F,1992-12-23,Option C,Marocaine,Lisbonne,Japon,43
Smith,Zineb,F,1989-09-18,Option B,Canadienne,Marrakech,USA,48
Hassan,Mohamed,M,1993-03-09,Option C,Allemande,Kenitra,USA,59
Durand,Claire,F,1964-11-12,Option B,Canadienne,Rabat,Portugal,24
Wilson,Mehdi,M,1980-02-17,Option C,Française,Madrid,UK,51
Laurent,Nour,F,1983-08-16,Option B,Canadienne,Tokyo,Australie,60
Dubois,Mehdi,M,1970-12-12,Option B,Marocaine,Meknès,Inde,43
Jones,Linda,F,1962-04-03,Option B,Française,Marrakech,Espagne,34
Garcia,Mohamed,M,2006-03-21,Option C,Française,Rome,Italie,43
Mohamed,William,F,2007-05-23,Option B,Japonaise,Berlin,Allemagne,38
Smith,Karim,F,1974-02-24,Option B,Canadienne,Tétouan,USA,52
Bernard,Marc,M,1982-04-07,Option C,Française,Tanger,Espagne,27
Bernard,Mary,M,2002-07-16,Option C,Marocaine,Rome,Suisse,40
Jones,Elizabeth,M,1980-01-13,Option C,Française,Kenitra,Égypte,62
Jones,Rachid,M,1977-11-07,Option B,Allemande,Bruxelles,Belgique,43
Ibrahim,Hugo,F,2001-07-24,Option C,Allemande,Casablanca,Espagne,24
Dubois,Michael,M,1981-08-11,Option C,Marocaine,Genève,Espagne,53
Martin,Mathieu,M,1977-03-21,Option B,Japonaise,Bruxelles,Espagne,23
Richard,Robert,M,1975-06-17,Option B,Américaine,Paris,Brésil,59
Smith,James,M,1960-09-15,Option A,Canadienne,Oujda,Chine,25
Martin,Louis,F,1970-04-18,Option C,Japonaise,Toulouse,Australie,56
Jones,Chloé,M,1969-05-06,Option B,Canadienne,Fès,Égypte,39
Bernard,Louis,M,2002-04-18,Option C,Allemande,Madrid,Canada,57
Chentouf,John,M,1973-06-04,Option A,Canadienne,Kenitra,Égypte,31
El Amrani,Mehdi,F,1992-08-25,Option C,Marocaine,Lyon,Brésil,35
Garcia,Thomas,F,1984-09-13,Option C,Canadienne,Lisbonne,Australie,44
Williams,Hassan,F,1974-06-07,Option C,Marocaine,Berlin,Italie,57
Garcia,Claire,F,1969-03-07,Option B,Canadienne,Fès,Espagne,33
Smith,William,F,1960-03-19,Option B,Japonaise,Tétouan,Chine,32
Dupont,Zineb,M,1981-03-02,Option C,Marocaine,New York,Espagne,53
Benali,Thomas,F,1990-11-25,Option C,Française,New York,Allemagne,43
El Amrani,James,F,1995-02-13,Option C,Marocaine,Tokyo,Mexique,40
Laurent,Léa,M,1971-09-03,Option A,Canadienne,Madrid,USA,52
Ibrahim,Marc,M,1977-11-17,Option A,Française,Bruxelles,Brésil,48
Bernard,Pierre,M,1968-04-09,Option C,Canadienne,Fès,Maroc,33
Martin,Rachid,M,1984-08-11,Option C,Française,Casablanca,Japon,49
Benali,Chloé,F,1972-02-16,Option C,Marocaine,Marseille,UK,32
Robert,Camille,M,1974-02-25,Option B,Canadienne,Kenitra,Égypte,49
Martin,James,M,1990-11-25,Option B,Américaine,Oujda,Australie,61
Richard,Elizabeth,M,1963-12-16,Option C,Marocaine,Tokyo,Brésil,27
Miller,Ali,F,1996-03-02,Option B,Américaine,Rome,Inde,59
Martin,Mehdi,M,1984-01-12,Option A,Japonaise,Bruxelles,Argentine,41
Jones,Mehdi,M,1980-09-13,Option B,Française,Rabat,Allemagne,31
Richard,James,F,1988-11-21,Option C,Canadienne,Madrid,Égypte,62
Othmani,Rachid,F,2003-01-01,Option B,Espagnole,Rabat,Allemagne,25
Dupont,Emma,F,1986-10-26,Option A,Française,Madrid,Allemagne,60
Durand,Samir,M,1979-08-21,Option A,Marocaine,Agadir,France,31
Johnson,Rachid,F,2005-12-09,Option C,Française,Tokyo,Japon,43
Chentouf,Barbara,F,1978-12-21,Option C,Marocaine,Rabat,Tunisie,19
Bernard,Omar,M,1971-03-05,Option C,Américaine,Casablanca,Brésil,52
Brown,Sophie,F,1996-04-22,Option C,Canadienne,Agadir,Allemagne,32
Petit,Michael,F,1977-07-28,Option C,Marocaine,Meknès,Australie,33
El Amrani,Nicolas,F,1978-12-22,Option C,Marocaine,Montreal,Australie,29
Chentouf,Ahmed,M,1992-07-13,Option B,Américaine,Oujda,Australie,42
El Haddad,Ali,M,1967-08-17,Option B,Japonaise,Agadir,France,59
Richard,Luc,M,2003-08-13,Option C,Américaine,Rome,Inde,51
Brown,Julien,M,1995-05-06,Option B,Canadienne,Lyon,Égypte,62
Chentouf,Sarah,F,1982-05-04,Option A,Française,Tanger,Italie,30
El Haddad,Sophie,F,1969-06-11,Option C,Française,Casablanca,Australie,57
Richard,Jessica,M,1979-12-10,Option C,Canadienne,Rome,Allemagne,28
Martin,Karim,M,1994-11-18,Option C,Française,Tanger,Mexique,24
Khaled,Sophie,M,1993-11-04,Option C,Américaine,Rabat,Brésil,59
El Haddad,Patricia,F,1986-10-26,Option B,Américaine,Marrakech,Brésil,64
