nom,prenom,genre,Date_de_naissance,Lieu_de_naissance,nationalite,ville,pays,age
El Haddad,Samir,F,1994-01-10,Option C,Marocaine,Casablanca,Australie,25
Miller,Emma,M,1999-07-11,Option A,Marocaine,Bruxelles,UK,45
Petit,Marc,F,1971-01-08,Option C,Française,Casablanca,Chine,37
Wilson,Marc,F,2006-12-10,Option C,Marocaine,Casablanca,Espagne,57
Williams,Chloé,M,1999-04-17,Option C,Japonaise,Genève,UK,23
Durand,Marwa,M,1985-05-07,Option A,Française,Bruxelles,Mexique,28
Garcia,Hugo,M,1971-04-28,Option C,Marocaine,Kenitra,Allemagne,21
El Amrani,Ahmed,M,1996-02-16,Option B,Canadienne,Rabat,Australie,33
Jones,Karim,F,1994-11-25,Option A,Française,Kenitra,Suisse,65
Mouline,Barbara,M,1984-10-19,Option C,Marocaine,Rabat,Brésil,59
El Idrissi,Sarah,M,2005-01-10,Option A,Canadienne,Kenitra,Maroc,61
El Amrani,Marie,F,1992-10-17,Option C,Japonaise,Madrid,Inde,45
Robert,Barbara,F,1975-08-02,Option B,Française,Bruxelles,Chine,47
Jones,Sarah,F,1982-12-18,Option C,Marocaine,Meknès,Espagne,23
Wilson,Omar,F,1979-09-25,Option B,Américaine,Madrid,Japon,44
Johnson,Nicolas,M,1993-10-07,Option B,Canadienne,Marseille,Maroc,61
Chentouf,Hugo,F,1976-01-11,Option C,Canadienne,Oujda,UK,45
Mohamed,Nour,F,1966-09-13,Option C,Allemande,Londres,Allemagne,45
Richard,Elizabeth,F,1987-05-22,Option C,Canadienne,Oujda,UK,48
Jones,Youssef,M,1985-01-22,Option C,Marocaine,Oujda,Mexique,44
Martin,Jessica,M,1968-02-17,Option A,Canadienne,Rabat,Égypte,63
Dupont,Karim,F,2005-06-13,Option C,Française,Rabat,Brésil,65
El Amrani,Mehdi,M,1984-03-10,Option B,Canadienne,Fès,Égypte,53
Bernard,Emma,M,1972-02-03,Option B,Française,Tétouan,Brésil,64
Jones,Julien,F,1992-07-04,Option A,Canadienne,Tétouan,USA,57
Durand,Salma,F,2004-05-16,Option C,Marocaine,Agadir,France,43
Bernard,Marc,M,2005-07-18,Option C,Japonaise,Madrid,Espagne,59
Laurent,Ahmed,M,1978-12-27,Option B,Américaine,Rabat,Égypte,23
Smith,Emma,F,1977-08-01,Option A,Américaine,Marrakech,Belgique,58
Richard,Jennifer,F,1961-07-22,Option C,Canadienne,Rome,Australie,59
Johnson,Julie,M,1962-10-10,Option C,Espagnole,Montreal,USA,28
Davis,Samir,F,1982-03-17,Option C,Française,Londres,Australie,29
Khaled,Claire,F,1995-10-19,Option C,Marocaine,Genève,Brésil,31
Dupont,Karim,F,2006-04-26,Option B,Marocaine,Lyon,Brésil,23
Miller,Ahmed,F,1963-12-07,Option C,Marocaine,Madrid,Brésil,59
Williams,Camille,M,2002-04-18,Option B,Française,Toulouse,Suisse,44
El Amrani,Robert,F,1980-12-18,Option B,Canadienne,Berlin,France,57
Smith,David,M,1974-07-16,Option C,Allemande,Lisbonne,Tunisie,22
Smith,Nicolas,F,1965-07-10,Option B,Espagnole,Casablanca,Japon,30
Jones,Hugo,F,1968-04-28,Option C,Marocaine,Agadir,UK,44
Benali,Luc,M,1982-04-04,Option C,Américaine,New York,UK,22
Martin,Omar,M,1979-08-11,Option B,Japonaise,Rabat,Japon,57
Bernard,Laila,F,1994-09-02,Option C,Marocaine,Kenitra,Portugal,33
Jones,Pierre,M,1997-06-22,Option B,Canadienne,Lisbonne,Égypte,59
Brown,Karim,F,1992-05-27,Option B,Marocaine,Agadir,Tunisie,58
Dupont,Camille,F,1992-11-21,Option C,Marocaine,Lyon,Allemagne,62
El Amrani,Élodie,M,1992-02-05,Option B,Marocaine,Agadir,Argentine,35
Brown,Karim,F,1977-09-16,Option B,Marocaine,Tanger,Canada,45
Essadiq,Joseph,M,1992-11-04,Option C,Canadienne,Tokyo,France,23
El Amrani,Jennifer,F,1996-07-24,Option A,Canadienne,Genève,UK,56
Robert,Zineb,F,1992-05-27,Option B,Américaine,Kenitra,Suisse,29
Wilson,Karim,M,1965-02-13,Option C,Française,Toulouse,Inde,34
Mohamed,Omar,M,1964-11-12,Option B,Française,Oujda,Espagne,56
Chentouf,Élodie,F,1977-11-07,Option A,Canadienne,Lisbonne,Chine,24
