id,nom,prenom,genre,age,pays,ville,type_etablissement,etablissement,niveau,email,moyenne,absence,diplome
STU_001798,López,Zoé,F,23,Espagne,Bilbao,Primaria,Universidad de Barcelona,1º Curso,john.rodriguez982@edu,17.018152040915382,8,Brevet
STU_000586,Smith,Lucas,F,9,UK,Tanger,Primary School,Cedar Elementary,Grade 9,clara.simon747@edu,14.260677843711207,0,PhD
STU_000342,Thomas,William,M,10,USA,Los Angeles,Middle School,Kennedy Middle School,Klasse 3,emma.davis414@school.edu,13.119907858215846,8,Master's
STU_000896,Moreau,Ali,M,22,Canada,Bordeaux,Lycée,Lycée Janson de Sailly,2ème Bac,william.johnson549@school.edu,12.346240830765357,9,Baccalauréat
STU_001599,Fischer,Martín,F,13,France,Strasbourg,Elementary School,Lycée Louis le Grand,Year 8,emily.tremblay920@school.edu,11.029631909082452,2,Abitur
STU_001989,Taylor,Salma,M,8,Canada,Liverpool,Secondary School,North High School,Grade 11,amelia.taylor335@edu,17.075199652042585,8,Bachelor's
STU_000912,Martin,Isabella,M,8,Allemagne,Edmonton,Secondary School,Eton College,Grade 8,hugo.lópez200@school.edu,13.139175158175725,9,Máster
STU_000006,Benali,Lina,F,20,Allemagne,München,Grundschule,Collège Voltaire,Tronc Commun,jack.johnson113@school.edu,12.005668299594051,9,Abitur
STU_000765,García,Álvaro,M,5,USA,Birmingham,Secundaria,Toronto High School,Third Year,clara.durand260@school.edu,15.857115783060484,5,PhD
STU_000471,Davies,Marie,M,9,Maroc,Boston,Primary School,Universidad de Barcelona,Première,isabella.thomas933@school.edu,17.039568071591212,10,Master
STU_000616,Taylor,Oliver,M,7,USA,San Francisco,Secondary School,Central High School,CP,rachid.fassi583@school.edu,13.256113503105153,9,Master's Degree
STU_000413,Johnson,Daniel,M,7,Canada,Cambridge,Secondary School,École Jules Ferry,Year 8,harper.brown709@school.edu,17.202595917535714,1,Master's
STU_000169,Schmidt,Ava,F,8,Allemagne,Marseille,Secondary School,Université Cadi Ayyad,4º ESO,emily.tremblay920@school.edu,12.06473811923232,1,Doktor
STU_001379,Gómez,David,F,17,France,Berlin,Collège,Instituto Lope de Vega,CP,alexander.smith732@school.edu,16.051061793182146,4,Certificat Primaire
STU_000807,Schmidt,Manuel,F,10,France,Lille,École Primaire,Université Paris-Saclay,1º ESO,isabella.brown328@school.edu,12.551394460290535,17,Certificat Primaire
STU_000390,Martin,Emily,F,4,USA,Granada,Secondary School,Kennedy Middle School,3ème AC,john.garcia449@school.edu,13.796605067080469,7,PhD
STU_001183,García,Joseph,M,13,Allemagne,Edmonton,Primaria,Universität Heidelberg,4º ESO,emma.durand799@school.edu,15.124509634749485,8,Licence
STU_001662,Fischer,Anna,M,9,USA,Boston,Secondary School,Westminster School,Grade 5,david.brown839@school.edu,12.6399216089535,8,Master
STU_001873,Williams,Ava,M,8,Canada,Seattle,Primary School,École Al Massira,4º Primaria,hugo.bernard934@school.edu,16.617240115985243,8,Bachelor's Degree
STU_000174,Wilson,Ava,M,8,Canada,Fès,École Primaire,Collège Averroès,4. Semester,isabella.thomas434@school.edu,12.413513992302608,1,Master
