id,nom,prenom,genre,age,pays,ville,type_etablissement,etablissement,niveau,email,moyenne,absence,diplome
STU_001552,Johnson,Amelia,m,9,Espagne,Ottawa,University,Einstein Grundschule,Third Year,liam.anderson995@school.edu,18.213527440922014,9,GCSE
STU_000039,Bennani,Noah,f,15,Canada,Casablanca,Lycée,École Hassan II,3º Curso,mia.williams204@school.edu,10.018006145935804,4,Master
STU_000966,Petit,Léo,m,10,France,Toulouse,Université,École Hassan II,Klasse 2,elias.weber654@school.edu,21.16360225141841,6,Master
STU_000024,García,Ava,f,8,Espagne,Málaga,Secundaria,Universidad de Barcelona,3º Curso,youssef.elamrani277@school.edu,12.958693460297546,9,Doctorado
STU_000421,Simon,Jacob,f,8,Canada,Oxford,Collège,Collège Molière,CP,noah.roy505@school.edu,12.001859242818409,6,Master
STU_000194,Bennani,Emily,m,13,Allemagne,Nantes,Lycée,Collège Jean Moulin,6ème,amelia.johnson985@school.edu,25.481544998571806,5,Master
STU_001103,Meyer,Paula,m,7,France,Tanger,Lycée,Lycée Descartes,2º ESO,charlotte.anderson987@edu,18.759035901987104,9,Certificat Primaire
STU_001608,Johnson,William,m,20,Maroc,Nantes,University,Madison Middle School,Year 1,marie.weber606@school.edu,21.55792499199154,1,PhD
STU_000991,Taylor,Poppy,f,8,USA,San Francisco,Secondary School,Oxford High School,Grade 7,charlotte.macdonald810@school.edu,10.43720022460311,5,PhD
STU_001847,Smith,Olivia,m,7,UK,Edmonton,Secondary School,Pine Elementary,Third Year,ben.schulz723@school.edu,20.672284404659123,9,Master's
STU_000652,López,Sofía,f,20,Espagne,Zaragoza,Secundaria,Universidad Complutense,1º Curso,daniela.gómez618@school.edu,10.231368300175786,4,Bachillerato
STU_000754,Sánchez,Daniela,f,11,Espagne,Liverpool,Universidad,Universidad Complutense,2. Semester,karim.fassi657@edu,11.945063076403889,4,Máster
STU_000459,González,Lucía,f,22,Espagne,Valencia,Universidad,Universidad de Barcelona,3ème AC,daniel.smith694@school.edu,12.603957053968589,8,ESO
STU_001724,Wilson,Amelia,m,7,UK,Winnipeg,Secondary School,Cambridge High School,Grade 5,harry.smith467@school.edu,25.27651809194802,1,High School Diploma
STU_000161,Thomas,Harry,m,10,Maroc,Köln,Secondary School,Lycée Louis le Grand,1ère année,harper.rodriguez52@school.edu,25.2301822944914,3,Baccalauréat
STU_001126,González,Lucía,f,20,Espagne,Sevilla,Universidad,Colegio Picasso,1º Bachillerato,emma.durand799@school.edu,11.772670095973538,4,Máster
STU_001190,Johnson,Ali,m,12,Allemagne,Montreal,High School,Instituto Ramón y Cajal,Sophomore,james.martinez193@edu,23.698776370361664,8,Abitur
STU_001528,Thomas,Martina,m,10,Espagne,Lille,Primaria,Instituto Giner de los Ríos,2ème Bac,benjamin.martin40@school.edu,24.591249274148264,9,Doctorado
STU_001149,Weber,Valeria,m,9,France,Marseille,Secundaria,Lycée Descartes,CM1,jonas.schulz479@school.edu,19.45859150590195,9,Doctorat
STU_000898,Sqalli,Ikram,m,10,USA,Stuttgart,Lycée,Schiller-Gymnasium,6ème,fatima.sqalli958@school.edu,23.942375428061883,12,Licence
STU_001488,Johnson,Amelia,m,8,UK,Houston,Middle School,LSE,Freshman,elias.schulz114@school.edu,24.58217198495023,10,Bachelor's Degree
STU_000212,Brown,Liam,m,8,Canada,Houston,Secondary School,École Jules Ferry,Seconde,oliver.jones747@school.edu,18.412305538860004,11,Master's
STU_001505,López,Sofía,f,10,Espagne,Edmonton,Secundaria,Universidad Complutense,1º ESO,sanae.benjelloun463@school.edu,9.026489823525395,6,Bachillerato
STU_001636,Jones,Oliver,m,5,UK,Oxford,University,UCL,Grade 9,arthur.dupont667@school.edu,20.3981941353479,10,Bachelor's
STU_000496,Sánchez,Finn,m,12,Allemagne,Düsseldorf,École Primaire,Toronto High School,4ème,jack.anderson560@school.edu,24.361876652486618,9,Bachelor
STU_001309,Schneider,Lily,f,22,Maroc,Fès,Collège,École Ibn Sina,Postgraduate,noah.durand616@school.edu,12.22100027558723,14,Grado
STU_001135,Garcia,Ikram,m,8,Allemagne,Düsseldorf,Lycée,Schiller-Gymnasium,Year 1,thomas.taylor500@edu,19.42753824662465,6,Licence
STU_000236,Sqalli,Hugo,m,14,Espagne,Madrid,Primary School,Pine Elementary,6ème année,nour.elamrani708@edu,20.020019452767983,1,Bachelor
