id,nom,prenom,genre,age,pays,ville,type_etablissement,etablissement,niveau,email,moyenne,absence,diplome
STU_001016,Tazi,Zineb,F,11,France,Oujda,Collège,Collège Al Khawarizmi,Première,valeria.perez290@school.edu,12.703478895482178,19,Licence
STU_000094,Martin,Emma,M,9,Canada,New York,Elementary School,Toronto High School,Grade 11,liam.macdonald978@school.edu,14.108918696913417,8,Abitur
STU_001548,Schneider,Amelia,M,8,Canada,Frankfurt,Collège,Kant-Gymnasium,1º ESO,amelia.thomas322@school.edu,16.500019078105076,9,Abitur
STU_000838,Williams,Zoé,M,8,USA,Vancouver,Secondary School,Imperial College London,Year 6,luis.wagner685@school.edu,16.803185761356698,7,PhD
STU_000529,Martin,Louis,M,8,USA,Málaga,Middle School,Colegio Velázquez,Grade 11,harry.brown23@edu,14.355472297574764,7,PhD
STU_001267,Tremblay,Lucas,M,8,France,Hamburg,École Primaire,Victoria Primary,CM1,lukas.muller992@school.edu,16.489935352254374,2,Master's
STU_001962,Martin,John,F,9,Espagne,Cambridge,Secondary School,Collège Al Ghazali,2º ESO,daniela.lópez320@edu,13.774322900158033,-1,PhD
STU_000230,Fassi,Martín,M,24,Maroc,Tanger,Collège,Eton College,3ème AC,michael.brown319@school.edu,11.461784723894391,8,High School Diploma
STU_000386,Jones,William,M,7,Canada,Granada,Primaria,Collège Al Ghazali,1º Bachillerato,zoe.leroy703@school.edu,17.074862435783132,10,PhD
STU_001360,Benjelloun,Hugo,M,9,Maroc,Vancouver,Lycée,Schiller Grundschule,4ème,joseph.johnson378@school.edu,15.175384439085516,8,Licence
STU_000227,Moreau,Sophia,M,12,France,Edmonton,Gymnasium,Mozart Grundschule,4º Curso,sophie.brown548@school.edu,15.90964879797221,4,Licence
STU_001300,Gómez,Amine,F,20,Espagne,Granada,Universidad,Colegio Velázquez,Grade 7,emma.tremblay916@edu,16.718277255376176,0,Grado
STU_000955,Bennani,Joseph,F,11,Maroc,Paris,Lycée,Universität Heidelberg,Klasse 12,emma.leroy420@school.edu,12.258726884311631,1,Certificat Primaire
STU_000244,Idrissi,Valeria,F,9,Espagne,Granada,Primaria,Instituto Giner de los Ríos,6º Primaria,isla.thomas683@school.edu,12.472798069847066,3,PhD
STU_000243,Thomas,Benjamin,M,14,Maroc,Marrakech,Collège,Adams Middle School,Sophomore,sophia.macdonald803@school.edu,13.70931140683566,9,Baccalauréat
STU_001322,Benali,Daniel,F,13,Maroc,Barcelona,Lycée,Instituto Ramón y Cajal,Tronc Commun,alexander.roy587@school.edu,15.173142320113636,12,Máster
STU_000542,Meyer,Leon,M,9,Allemagne,Nantes,High School,Université Grenoble Alpes,1ère Bac,leon.schneider678@school.edu,13.661364285118623,9,Abitur
STU_001345,Brown,Harry,M,8,Canada,London,University,Victoria Primary,Third Year,john.jones392@school.edu,17.198851460248434,9,A-Level
STU_000505,El Amrani,Hannah,M,8,UK,Valencia,Lycée,St. Mary's Primary,3ème,marwa.idrissi489@school.edu,14.3316521808185,9,Master
STU_000223,González,Isla,M,8,USA,Montreal,Secondary School,Central High School,Third Year,olivia.johnson686@school.edu,13.461633471487412,3,High School Diploma
STU_000071,Evans,Amelia,F,15,UK,Winnipeg,University,Goethe-Gymnasium,2º Curso,lucas.martin414@school.edu,11.036865345852418,18,Licence
STU_001050,Evans,Anna,M,13,UK,Montreal,Primaria,Cedar Elementary,Year 2,salma.bennani176@school.edu,15.865271766992253,9,PhD
STU_000233,Alaoui,Karim,M,14,Maroc,Hamburg,Lycée,Collège Averroès,2º Curso,william.johnson549@school.edu,16.619127070952285,6,Master
STU_000019,Rodriguez,Michael,F,7,Espagne,Zaragoza,Primary School,Instituto Lope de Vega,Graduate,laila.chakir968@school.edu,17.158354070895292,6,High School Diploma
STU_001627,Becker,Noah,M,8,Maroc,Manchester,École Primaire,École Ibn Sina,Postgraduate,thomas.jones69@school.edu,16.42220311694959,0,PhD
STU_001335,Moreau,Jacob,F,7,Canada,Cambridge,Middle School,Kennedy Middle School,Grade 2,manon.martin838@edu,14.136432258097358,8,A-Level
STU_001946,Schulz,Alejandro,F,15,Espagne,San Francisco,Universität,LSE,Klasse 11,thomas.smith271@school.edu,16.17583156098417,8,Baccalauréat
STU_001757,Jones,Noah,M,7,Canada,Marseille,Primary School,Pine Elementary,2ème Bac,emma.anderson705@school.edu,11.875160575426627,7,PhD
STU_001070,Benjelloun,Arthur,M,9,Maroc,Los Angeles,Collège,Collège Ibn Khaldoun,Klasse 4,alba.fernández821@school.edu,12.685702257194906,9,Master
STU_000683,Petit,Sarah,F,5,Maroc,Lille,Primaria,Lycée Henri IV,Klasse 5,ethan.wilson906@school.edu,16.23673194048098,10,Licence
STU_001088,Müller,Jonas,F,9,Allemagne,Hamburg,Gymnasium,Schiller-Gymnasium,3. Semester,amelia.rodriguez898@edu,13.489479263068421,6,Doktor
STU_000507,Becker,Ali,M,5,Canada,Paris,High School,Colegio Cervantes,S3,clara.leroy640@school.edu,12.715537252958494,8,Bachelor's Degree
