id,nom,prenom,genre,age,pays,ville,type_etablissement,etablissement,niveau,email,moyenne,absence,diplome
STU_000738,Martin,Emma,M,9,USA,New York,Elementary School,Collège Jean Moulin,Junior,isabella.anderson177@school.edu,13.259966119102401,9,PhD
STU_000097,Johnson,Valeria,M,10,Maroc,Agadir,Université,Université Lyon 1,Klasse 2,elias.weber654@school.edu,15.038752994060264,4,Master
STU_000717,Tremblay,Ava,F,12,USA,Barcelona,Secondary School,Eton College,3ème AC,mia.weber644@edu,12.559107314984079,4,Master's
STU_000752,Fassi,Mia,F,10,Allemagne,Lyon,École Primaire,Toronto High School,CE1,lina.schulz760@school.edu,16.810928001786614,4,Master
STU_001843,Wilson,Inès,F,16,USA,Granada,Secondary School,Franklin Middle School,Second Year,charlotte.anderson868@school.edu,16.91626373843191,5,A-Level
STU_000349,Petit,Amine,M,9,France,Oujda,École Primaire,East High School,Seconde,amine.sqalli493@school.edu,13.492557968719868,8,Baccalauréat
STU_000630,López,Lucía,F,9,Espagne,Zaragoza,Secundaria,Universidad de Salamanca,3º Primaria,charlotte.rodriguez897@school.edu,16.26597676411257,8,ESO
STU_000299,López,Sofía,F,22,Espagne,Zaragoza,Grundschule,Instituto Lope de Vega,S3,leon.muller597@school.edu,16.462005308013183,13,Doctorado
STU_001378,Dupont,Lucas,M,13,France,Granada,École Primaire,Collège Al Ghazali,3ème année,lucas.martin414@school.edu,16.86323689529332,4,Doctorado
STU_000562,Moreau,Manuel,M,16,USA,Sevilla,Lycée,Collège Voltaire,1ère AC,ava.williams320@school.edu,12.787368281730753,8,Baccalauréat
STU_000792,Roy,Léa,M,10,Canada,London,University,Vancouver High School,Klasse 1,charlie.williams196@school.edu,16.607682566633596,9,Master's
STU_000707,Rodríguez,Amina,F,15,Espagne,Nantes,Secundaria,Harvard University,Junior,isabella.tremblay779@school.edu,13.164082920731733,4,Bachillerato
STU_000911,Garcia,Jessica,F,9,France,Quebec City,Secondary School,Imperial College London,Year 1,emma.leroy420@school.edu,13.367568111755146,1,Master's Degree
STU_001162,Jones,Jacob,F,8,Canada,Houston,Secondary School,Oak Elementary,Grade 11,mateo.gonzález58@school.edu,16.792070861939298,1,Bachelor's Degree
STU_001048,Thomas,Jonas,F,9,France,Houston,High School,Eton College,4ème année,ikram.elamrani618@edu,14.059328364934776,0,Certificat Primaire
STU_001472,Martin,Noah,F,8,Espagne,Barcelona,Secondary School,Colegio Velázquez,1º Bachillerato,liam.taylor187@school.edu,14.952629128342277,8,Master
STU_000535,Bennani,Omar,F,15,UK,Los Angeles,Primary School,Roosevelt Elementary,Grade 7,ava.johnson971@school.edu,13.783638593367781,9,GCSE
STU_000398,Smith,Harry,M,7,Canada,Chicago,University,University of Alberta,Grade 3,matthew.smith485@edu,12.787878086918255,7,PhD
STU_000738,Evans,Rachid,M,7,Canada,Boston,Elementary School,Lincoln Elementary,Graduate,thomas.jones69@school.edu,17.05667608823995,8,High School Diploma
STU_001731,Becker,Emily,F,8,Maroc,Boston,Lycée,Westminster Primary,2ème Bac,jack.williams270@school.edu,13.189716361561883,0,Licence
STU_000091,Pérez,Emma,F,9,Allemagne,Vancouver,Primaria,Victoria Primary,Grade 3,paul.hoffmann876@edu,16.647375633986144,15,High School Diploma
STU_001631,Roy,Sophie,M,9,USA,Frankfurt,Elementary School,Collège Molière,4. Semester,emilia.wagner328@school.edu,12.63258307245556,8,PhD
STU_001465,Pérez,Harry,F,18,Maroc,Barcelona,Lycée,École Al Massira,Grade 10,michael.jones987@school.edu,16.297583756203426,8,Bachelor's
STU_001649,Chakir,Leo,M,12,USA,Oxford,Collège,Collège Pierre et Marie Curie,4ème année,mia.martinez527@school.edu,10.520491420440889,9,PhD
STU_001284,Johnson,Amelia,M,8,UK,Vancouver,University,Lycée Henri IV,First Year,william.wilson520@school.edu,10.747062498163748,8,A-Level
STU_001508,Fischer,Emma,M,19,Canada,Lille,École Primaire,École Hassan II,CE1,john.martinez501@school.edu,16.426593546894825,8,Abitur
STU_001703,Sqalli,Chloé,M,10,Maroc,New York,Grundschule,Lycée Henri IV,2º ESO,maría.martínez325@edu,14.383118765611584,1,Doctorat
STU_001033,Smith,Mehdi,M,22,USA,Agadir,Middle School,MIT,Grade 10,george.thomas162@school.edu,17.100970985846317,1,High School Diploma
STU_001110,Garcia,Jonas,M,10,Canada,Ottawa,Secondary School,North High School,Tronc Commun,charlie.jones808@school.edu,14.988288022141443,8,Bachelor's
STU_000284,Fassi,Alexander,M,8,Allemagne,München,Lycée,École Pasteur,1ère AC,lukas.fischer365@school.edu,12.667689140569818,13,Licence
STU_000218,López,Paul,M,3,Espagne,Lyon,Lycée,TU Berlin,6ème,amine.sqalli493@school.edu,12.765039146793406,8,Baccalauréat
STU_000869,Benali,Inès,M,8,Allemagne,Strasbourg,Grundschule,Université Hassan II,4º Curso,alexander.taylor511@school.edu,12.997669567080763,1,Baccalauréat
STU_001644,Martín,Álvaro,M,10,France,Málaga,Middle School,Collège Ibn Khaldoun,2º Primaria,hugo.martin974@school.edu,11.870011821135684,8,Bachelor's Degree
STU_001455,MacDonald,Youssef,F,19,Maroc,Vancouver,École Primaire,Goethe Grundschule,2º Primaria,james.martinez193@edu,12.791195618068587,1,Brevet
STU_001260,Sqalli,Oliver,M,13,USA,Valencia,Elementary School,Victoria Primary,Fourth Year,amine.bennani929@school.edu,16.92235679610521,6,PhD
STU_000222,Dupont,Louis,M,16,Maroc,Lyon,Lycée,Universidad Complutense,Licence 3,ikram.elamrani736@school.edu,12.305813087712824,8,ESO
STU_001146,Becker,Daniel,F,8,Maroc,Berlin,Lycée,École Ibn Sina,Grade 2,martín.gómez777@school.edu,13.934457578208207,10,Baccalauréat
STU_000845,Fassi,Gabriel,M,7,Canada,Tanger,Secondary School,Collège Ibn Khaldoun,Grade 4,jessica.johnson162@school.edu,13.230696581627114,7,Master
STU_001739,Williams,Jessica,M,5,UK,Bilbao,University,Cedar Elementary,Grade 2,sophia.johnson991@school.edu,13.31696656072356,7,Master's Degree
STU_001337,Martín,Mehdi,M,21,Espagne,Sevilla,Primaria,Schiller Grundschule,S3,mia.weber831@school.edu,16.019480944451935,1,Grado
STU_000483,Rodríguez,Salma,F,22,Espagne,Zaragoza,Primaria,Colegio Cervantes,3º Primaria,manuel.perez575@school.edu,12.619406781346528,3,ESO
STU_001220,Williams,Emily,M,13,Canada,Tanger,Elementary School,Colegio Velázquez,5ème,amelia.wilson323@school.edu,12.82692565165675,5,Bachelor's
STU_000694,Becker,Alejandro,M,8,Allemagne,Manchester,Middle School,Kennedy Middle School,3. Semester,karim.bennani309@school.edu,13.631876243563019,15,Abitur
STU_000384,Martin,Jack,F,3,Maroc,Seattle,Lycée,Collège Pierre et Marie Curie,Grade 7,sofía.martín825@school.edu,12.82891954056746,8,Master's Degree
STU_001688,Johnson,Clara,M,9,UK,Calgary,University,University of Cambridge,Third Year,arthur.leroy699@school.edu,13.454038926805296,9,PhD
STU_001853,Rodríguez,Amelia,M,9,Espagne,Barcelona,Primaria,Instituto Lope de Vega,4º Curso,manon.petit165@school.edu,13.909197495349739,10,ESO
STU_001392,Williams,Hugo,F,9,Maroc,Fès,Lycée,University of Toronto,Tronc Commun,sofía.martínez808@edu,11.781033846144199,9,Baccalauréat
STU_000402,López,Paula,F,19,Espagne,Valencia,Universidad,Instituto Giner de los Ríos,1º Primaria,poppy.taylor552@school.edu,12.688194321658955,18,Máster
STU_000826,Chakir,William,F,16,Maroc,Fès,Collège,Universidad Complutense,1ère année,aicha.bennani815@school.edu,13.352122133521675,8,Baccalauréat
STU_000782,El Amrani,Poppy,F,15,Maroc,Birmingham,Lycée,Colegio Cervantes,Grade 6,jessica.johnson162@school.edu,15.572100679777716,9,Doctorat
STU_001266,Sqalli,Oliver,M,11,Maroc,Berlin,Lycée,Sorbonne Université,S3,martín.garcía669@school.edu,16.72428030046599,7,Licence
