id,nom,prenom,genre,age,pays,ville,type_etablissement,etablissement,niveau,email,moyenne,absence,diplome
STU_000445,Wilson,Charlotte,M,6,Canada,Liverpool,Primary School,Oak Elementary,Second Year,lukas.schmidt671@edu,17.104705909280625,8,PhD
STU_000539,Hoffmann,Lea,F,12,Maroc,Lyon,Université,Lycée Descartes,Klasse 3,sophia.brown328@school.edu,12.199397000248931,8,Certificat Primaire
STU_000940,Weber,Marwa,M,23,France,London,Gymnasium,École Pasteur,CE2,liam.johnson622@school.edu,13.614219087926758,3,Master
STU_001268,Brown,William,M,8,UK,Ottawa,Secondary School,King's Primary School,Klasse 1,alexander.smith460@school.edu,15.482403201770031,8,Master's
STU_001118,Brown,Arthur,M,12,Canada,Montreal,Primary School,Lycée Moulay Youssef,3ème AC,martín.martínez797@edu,16.38636760173876,8,PhD
STU_000227,Rodriguez,Jules,M,3,USA,Stuttgart,Middle School,Instituto Lope de Vega,Grade 8,john.rodriguez982@edu,12.158236520854134,7,PhD
STU_000073,Robert,Sophia,M,8,Espagne,New York,Université,University of Oxford,Year 10,emma.anderson705@school.edu,16.540779390243436,6,Bachelor
STU_000264,Bennani,Charlie,M,8,Canada,London,Secondary School,Maple Elementary,Sophomore,jack.williams437@school.edu,16.664910548549205,10,PhD
STU_001378,Brown,Ethan,M,5,USA,Granada,Lycée,Stanford University,Year 10,lina.schulz827@school.edu,13.623182574938914,7,A-Level
STU_001976,González,Sofía,F,21,Espagne,Málaga,Secundaria,Colegio Cervantes,1º Curso,emma.tremblay543@edu,11.632299606727187,10,Bachillerato
STU_000795,Müller,Emma,M,15,UK,Toulouse,Lycée,Lycée Henri IV,Grade 2,emma.becker765@edu,13.490185369552886,8,Master
STU_000521,Benjelloun,Laila,M,7,Maroc,Oujda,Lycée,Washington Elementary,Master 2,liam.wilson601@school.edu,12.833033582988396,9,High School Diploma
STU_001947,Bennani,Daniela,F,10,Espagne,Toulouse,Universidad,Colegio Picasso,2º Curso,mehdi.sqalli405@school.edu,15.08802032616402,7,ESO
STU_001440,Thomas,Emma,M,9,France,Oujda,École Primaire,Lycée Mohammed V,3ème AC,liam.wilson601@school.edu,13.556734795918953,4,Baccalauréat
STU_001918,Rodríguez,James,F,12,Espagne,Zaragoza,Secundaria,University of Cambridge,1º Curso,clara.robert889@school.edu,13.923264424827165,9,Certificat Primaire
STU_001207,Petit,Ikram,F,21,Maroc,Fès,École Primaire,Université Hassan II,Junior,daniel.lópez684@edu,13.735528327899498,9,Doctorat
STU_001778,Johnson,Amelia,M,4,USA,Winnipeg,Secondary School,Maple Elementary,Graduate,lucas.martin315@school.edu,12.439068808014325,9,Bachelor's Degree
STU_001800,Schneider,Daniela,M,20,Allemagne,Zaragoza,Gymnasium,École Élémentaire Victor Hugo,1ère Bac,harry.jones509@school.edu,11.84061341133225,5,Doktor
STU_000192,Davis,Lily,M,10,USA,Berlin,Secundaria,Montreal High School,Year 6,mia.becker793@school.edu,15.991719425608316,0,Brevet
STU_000899,González,María,F,10,Espagne,Zaragoza,Primaria,TU Berlin,Máster,jules.martin137@edu,16.997550561641596,1,ESO
STU_001981,Smith,Ava,M,5,Canada,Houston,Primaria,Westminster School,Grade 6,laila.benali235@school.edu,12.963264043723326,19,Bachelor's Degree
STU_001850,Tremblay,George,F,9,Canada,Ottawa,University,Collège Molière,4º Primaria,emilia.schmidt906@school.edu,16.217571090896552,9,PhD
STU_000923,Martín,Salma,M,17,Espagne,Málaga,Primaria,Collège Pierre et Marie Curie,Licence 2,felix.schulz950@school.edu,15.98258116281283,8,ESO
STU_001073,Chakir,Louise,M,6,Canada,Frankfurt,Lycée,Lycée Hassan II,Grade 12,jacob.brown843@school.edu,16.392070742770542,8,Bachelor's Degree
STU_000207,Martin,Zoé,F,16,France,Oujda,University,Lycée Moulay Youssef,Grade 11,ava.brown103@edu,16.287872904170527,14,Certificat Primaire
STU_001649,Evans,Jack,M,7,USA,San Francisco,Secondary School,Westminster School,5º Primaria,mateo.lópez165@school.edu,11.503962914948412,8,Master's
STU_000487,Rodríguez,Sofía,F,19,Espagne,Málaga,Secundaria,Universidad de Salamanca,Grade 3,sofía.garcía18@school.edu,14.755284420006925,9,Grado
STU_000714,García,Lucía,F,6,Espagne,Zaragoza,Université,Colegio Cervantes,5. Semester,sophia.hoffmann869@school.edu,17.02577265038619,7,ESO
STU_000032,Martínez,Lucía,M,21,Espagne,Sevilla,Secundaria,Université Paris-Saclay,3º Primaria,noah.johnson491@school.edu,16.164596782675716,6,Bachillerato
STU_000962,Roy,Ethan,M,10,Allemagne,Lille,Secundaria,Toronto High School,Year 7,lea.simon168@school.edu,12.389964220456823,9,A-Level
STU_001959,Davies,Karim,M,6,France,Düsseldorf,Université,Université Ibn Tofail,3ème année,felix.schneider936@school.edu,13.963271695068853,4,Licence
STU_001966,Pérez,Sanae,M,8,Maroc,Valencia,École Primaire,Mozart Grundschule,Year 4,louis.bernard977@school.edu,16.424381040902034,9,Master
STU_001784,Davis,Omar,M,8,UK,Seattle,University,McGill University,Third Year,arthur.leroy665@school.edu,14.790739189964992,3,High School Diploma
STU_001371,Wagner,Marie,F,9,Allemagne,Leipzig,Grundschule,Kant-Gymnasium,3. Semester,mia.martinez527@school.edu,17.103921773925588,8,Abitur
STU_001031,Rodriguez,Paula,M,10,Maroc,Agadir,Collège,UCL,Klasse 4,valeria.perez290@school.edu,13.227076984798952,9,Master's Degree
STU_000594,Evans,Ahmed,F,9,Allemagne,Leipzig,Secondary School,Einstein Grundschule,Klasse 12,emilia.weber77@school.edu,16.42073288384194,8,Master's Degree
STU_001260,Leroy,Ahmed,M,16,France,Valencia,Lycée,Lycée Condorcet,6º Primaria,sophia.brown328@school.edu,11.392063524365291,7,Master
STU_000904,Martin,John,M,6,Canada,New York,Elementary School,King's Primary School,Second Year,manuel.sánchez25@school.edu,12.187317370443006,1,Bachelor's
STU_000851,Miller,Amelia,M,8,UK,Barcelona,High School,University of Alberta,Sophomore,hannah.wagner265@school.edu,15.680573805234356,2,GCSE
STU_001010,Bennani,Emily,F,12,Allemagne,Houston,Secondary School,Universität München,Year 10,maría.perez688@school.edu,11.968517314582435,10,Bachelor
STU_001226,López,Alba,M,5,Espagne,Málaga,Elementary School,Instituto Lope de Vega,Klasse 4,emma.martin121@school.edu,13.1021820039135,4,Bachillerato
STU_000518,Martín,Emily,M,10,France,Nantes,Elementary School,Washington Elementary,CM2,emma.martín278@school.edu,16.205175497736178,13,ESO
STU_000830,Taylor,Amine,M,8,Canada,New York,Primaria,Collège Al Ghazali,Grade 2,lukas.schmidt671@edu,16.482134702923773,9,Máster
STU_001581,Dupont,Lina,F,8,UK,Quebec City,Elementary School,Imperial College London,Grade 4,camille.martin973@school.edu,16.49192621880676,4,Master's
STU_000265,Johnson,William,F,7,UK,Edinburgh,Secondary School,Kennedy Middle School,Klasse 8,noah.martin293@edu,16.385318288368467,2,High School Diploma
STU_001389,Meyer,Amelia,F,10,Allemagne,Marseille,Gymnasium,MIT,Grade 7,lucía.martínez214@edu,11.818106509129802,9,Abitur
STU_001453,Tazi,Liam,M,13,France,Strasbourg,Collège,Université Hassan II,2. Semester,lena.wagner691@edu,13.40204647441275,1,Máster
STU_001562,Smith,Elias,M,8,USA,Frankfurt,Middle School,UCL,Klasse 2,ava.macdonald760@edu,11.268447811374182,1,PhD
STU_001516,Garcia,Raphaël,M,10,Maroc,Frankfurt,Université,Colegio Goya,Terminale,marie.hoffmann354@school.edu,17.04281365399024,4,Master
STU_000005,González,Nour,F,23,Espagne,Sevilla,Secundaria,Universidad Complutense,1º Curso,daniela.rodríguez19@edu,16.606019153946498,2,ESO
STU_000115,Williams,Charlotte,M,7,Canada,London,Primary School,Victoria Primary,Year 8,sanae.fassi516@school.edu,14.484411778667148,3,Master's
STU_001371,Chakir,Hugo,M,6,Maroc,Marrakech,Université,Université Mohammed V,1ère année,paul.schneider737@school.edu,12.528648794578483,8,Brevet
STU_000257,Smith,Noah,M,8,Allemagne,Agadir,École Primaire,UCL,Première,pablo.martín368@edu,13.022165136725523,7,Baccalauréat
STU_000724,Williams,Emma,M,7,Canada,New York,Primary School,Cambridge High School,Freshman,charlotte.smith28@edu,14.962438322145779,4,High School Diploma
STU_000909,Martin,Sophia,M,5,Canada,Edinburgh,Primary School,Université Paris-Saclay,Third Year,manuel.martínez346@edu,13.355492602542661,16,Bachelor's Degree
STU_000584,El Amrani,Manon,M,5,Maroc,Ottawa,Grundschule,Kennedy Middle School,Grade 10,leon.schneider328@school.edu,13.804730339910195,0,Master
STU_000885,Fernández,Martín,M,14,Maroc,Paris,Lycée,Collège Al Khawarizmi,Grade 5,leon.schneider328@school.edu,12.099465910433553,4,Master
STU_001525,Smith,Mia,M,9,Allemagne,Toulouse,Gymnasium,Universität Hamburg,Licence 2,leo.gonzález406@school.edu,12.487649112676484,5,Baccalauréat
STU_001039,Robert,Ali,M,9,Allemagne,Tanger,Université,Universidad de Salamanca,Terminale,william.taylor366@edu,16.631146067347927,1,PhD
STU_000256,Johnson,Emilia,M,9,Espagne,Málaga,Primaria,Université Mohammed V,3º ESO,william.rodriguez465@school.edu,16.847597705305617,18,Master
STU_001683,Petit,Sanae,F,16,Maroc,Fès,Université,Stanford University,1ère année,louis.dupont543@school.edu,15.867191152963638,7,Licence
STU_000284,Thomas,Noah,M,19,Allemagne,Stuttgart,Gymnasium,Collège Averroès,5ème année,alexander.macdonald755@edu,16.155478541061484,4,Abitur
