id,nom,prenom,genre,age,pays,ville,type_etablissement,etablissement,niveau,email,moyenne,absence,diplome
STU_000294,Smith,William,F,8,Canada,Hamburg,Lycée,University of Cambridge,Freshman,hugo.petit332@school.edu,16.032967857454917,1,Master
STU_000013,Gómez,Lena,F,20,Espagne,Sevilla,Primaria,Universidad de Barcelona,3º Primaria,sophia.schmidt572@school.edu,12.115826330465485,9,Máster
STU_000326,Hoffmann,Lina,M,19,Allemagne,Hamburg,Grundschule,École Pasteur,Klasse 2,chloe.brown150@school.edu,14.775652255072469,7,Bachelor
STU_001067,González,Mateo,F,8,Espagne,Edmonton,Primaria,Universidad Complutense,Klasse 7,jules.dupont262@school.edu,13.590552058332584,7,Doctorado
STU_001562,Martin,Liam,M,8,USA,Edinburgh,Secondary School,Westminster School,Year 10,ava.brown103@edu,17.243646950463013,4,PhD
STU_000407,Bennani,Ava,M,20,Maroc,Lyon,École Primaire,Colegio Velázquez,Première,amine.chakir663@school.edu,17.33481976967549,2,Master
STU_001599,Brown,Clara,M,10,Allemagne,Quebec City,Universidad,Calgary High School,Grade 2,amelia.taylor466@school.edu,12.258523603053208,5,GCSE
STU_001039,Benjelloun,Hugo,M,13,Maroc,Toulouse,Collège,University of Toronto,2ème Bac,louis.dupont787@school.edu,15.809190866391008,9,Licence
STU_000484,González,Sarah,F,21,Espagne,Barcelona,Universidad,École Ibn Sina,1º Primaria,anthony.williams308@edu,16.39715281352271,1,GCSE
STU_001983,Taylor,Ben,M,18,Allemagne,Toulouse,Gymnasium,Kennedy Middle School,Klasse 6,elias.weber654@school.edu,12.661532791985728,9,Abitur
STU_000325,Wilson,Aicha,F,8,France,Oxford,Gymnasium,Collège Voltaire,Grade 12,emma.anderson705@school.edu,13.139198417444057,8,Master
STU_000265,Thomas,Noah,F,10,Espagne,Valencia,Primaria,Colegio Cervantes,3º Primaria,álvaro.fernández77@school.edu,16.97028303648915,9,Bachillerato
STU_000718,MacDonald,Emma,M,9,Allemagne,Barcelona,Secondary School,Mozart Grundschule,5. Semester,charlotte.anderson987@edu,12.008495131384437,16,Master's Degree
STU_000301,Simon,Emma,M,8,USA,Chicago,High School,Vancouver High School,First Year,ali.chakir744@school.edu,11.76513506821225,5,Master's
STU_000147,Müller,Ava,M,8,Espagne,Granada,Secondary School,Université Paris-Saclay,Seconde,finn.schmidt916@edu,12.763347145070087,8,PhD
STU_000422,MacDonald,Hugo,M,10,France,Tanger,École Primaire,Colegio Picasso,Première,maría.martín615@school.edu,16.560775751850493,8,Licence
STU_001166,Williams,Jack,M,4,Canada,Ottawa,Secondary School,King's Primary School,First Year,ava.miller195@school.edu,12.647019720565527,9,Master's
STU_000894,Bennani,David,F,7,Maroc,Los Angeles,École Primaire,Sorbonne Université,Doctorat,ben.wagner213@school.edu,16.158796416599827,8,Certificat Primaire
STU_000770,Thomas,Emily,F,8,Maroc,Edmonton,Primary School,LSE,Year 13,rachid.chakir252@school.edu,17.171302811236902,8,Baccalauréat
STU_000065,Roy,Paul,F,9,UK,Quebec City,University,Imperial College London,Seconde,felix.schneider936@school.edu,12.064790634715937,5,Bachelor's Degree
STU_001756,Tremblay,Isabella,M,8,Canada,Houston,Primary School,Roosevelt Elementary,Klasse 6,david.garcia949@school.edu,16.66824846003203,9,Bachelor's Degree
STU_001427,Müller,Lucas,F,15,Allemagne,Stuttgart,Gymnasium,Schiller Grundschule,Klasse 9,youssef.chakir393@edu,12.627470508299435,16,Doktor
STU_001544,Petit,Emma,M,7,Maroc,Casablanca,Lycée,TU Berlin,2º Curso,isla.williams581@school.edu,16.461639135499848,7,Baccalauréat
STU_001452,Becker,John,M,7,USA,New York,Universität,École Élémentaire Victor Hugo,3ème année,pablo.martínez29@school.edu,15.878046025221204,1,Bachelor
STU_001710,Alaoui,Lily,M,10,Maroc,Fès,Lycée,Université Hassan II,4º Primaria,oliver.brown916@school.edu,13.450657309324107,5,Brevet
STU_000871,Gómez,Jacob,M,20,France,Fès,École Primaire,Lycée Condorcet,Fourth Year,lucía.martínez632@school.edu,15.554375489679163,1,GCSE
STU_001228,Martin,Amelia,M,8,Allemagne,Marseille,Gymnasium,Universität Heidelberg,4. Semester,martina.martínez970@edu,16.826229313657635,9,Abitur
STU_000425,Rodríguez,Martina,F,22,Espagne,Valencia,Universidad,Instituto Lope de Vega,1º Curso,julia.garcía550@school.edu,16.029338315129458,17,Grado
STU_000402,Martinez,Arthur,F,10,UK,New York,Primary School,Lincoln Elementary,S6,ava.williams779@school.edu,12.731059966495842,5,Bachelor
STU_001420,Robert,Lina,M,9,Canada,Düsseldorf,High School,Université Cadi Ayyad,S3,leo.simon726@school.edu,16.5058543423867,9,Máster
STU_000200,Bennani,Chloe,M,13,France,Düsseldorf,Universität,Kennedy Middle School,1º ESO,liam.smith823@school.edu,17.125656338086905,8,Baccalauréat
STU_001093,Leroy,Hugo,F,19,Espagne,Rabat,Secundaria,Colegio Velázquez,1º Curso,valeria.gómez774@school.edu,16.114870538818526,6,Bachelor's
STU_001916,Martin,Daniel,M,6,Canada,Boston,Secondary School,Westminster School,Second Year,poppy.wilson322@school.edu,13.739602964546226,9,PhD
STU_000089,Martínez,María,F,9,Espagne,Granada,Universidad,Universidad Complutense,1º ESO,noah.macdonald184@school.edu,11.704310946959373,7,ESO
STU_001001,Durand,Lucía,F,8,Espagne,Quebec City,Secundaria,Instituto Giner de los Ríos,Klasse 7,william.smith872@school.edu,16.273691537467382,10,Bachillerato
STU_001903,Roy,Clara,M,8,Canada,Barcelona,Secondary School,Stanford University,Première,amelia.johnson271@school.edu,14.437910444418705,8,PhD
STU_000986,Schneider,Harry,F,9,UK,Oxford,Lycée,Einstein Grundschule,Grade 9,isabella.johnson996@school.edu,12.314797981405013,8,Certificat Primaire
STU_001800,Wilson,Emilia,M,7,UK,Edinburgh,Primary School,Victoria Primary,Grade 3,hannah.muller170@school.edu,16.651027100332392,1,ESO
STU_000956,Gómez,Mia,F,9,UK,Seattle,Secondary School,Collège Al Khawarizmi,Postgraduate,david.williams656@school.edu,12.800835620456823,14,Master's
STU_001875,Sánchez,Ali,M,14,France,Cambridge,Primary School,UC Berkeley,6º Primaria,emma.miller842@school.edu,16.367602708243083,9,Abitur
STU_000443,Thomas,Camille,M,14,France,Barcelona,Elementary School,Mozart Grundschule,Terminale,liam.wilson601@school.edu,13.954034470443734,6,High School Diploma
STU_000383,Pérez,Luis,F,15,Espagne,Zaragoza,Universidad,Universidad Complutense,Grade 3,finn.fischer634@edu,16.41882590769365,6,Máster
STU_001694,Fernández,Louis,M,25,France,Nantes,Université,École Hassan II,Doctorat,sarah.martin417@school.edu,13.085299218630537,4,Baccalauréat
STU_000487,Bennani,Léa,F,14,Maroc,Tanger,École Primaire,École Pasteur,Year 7,olivia.johnson330@school.edu,13.072879835266273,6,Certificat Primaire
STU_000699,Johnson,Alejandro,F,10,UK,Ottawa,Secondary School,Cambridge High School,Second Year,hugo.durand4@school.edu,16.1680712890665,6,Bachelor's Degree
STU_001655,Chakir,Mehdi,M,9,Espagne,Sevilla,Lycée,Schiller Grundschule,Seconde,emma.durand799@school.edu,12.974790516585017,6,Baccalauréat
STU_000713,Meyer,Daniel,F,13,Maroc,Bordeaux,Grundschule,Instituto Giner de los Ríos,Third Year,ava.evans374@school.edu,14.430922316533943,6,Máster
STU_001551,Martínez,Amelia,F,18,Espagne,Chicago,Secondary School,Universidad Complutense,1º Curso,mia.roy199@school.edu,14.494258180821614,8,Bachillerato
STU_000032,Anderson,William,M,3,UK,Bristol,Secondary School,North High School,Grade 11,nour.bennani431@school.edu,17.404691044820368,7,ESO
STU_001177,Williams,Mehdi,M,8,Canada,Montreal,École Primaire,MIT,Grade 11,charlotte.smith462@school.edu,16.87363351415022,4,Master
STU_000353,Jones,Sophie,F,7,USA,Houston,University,Collège Molière,Graduate,laila.benjelloun266@school.edu,16.645608640642312,9,Bachelor's
STU_001710,Schmidt,William,M,7,Allemagne,Sevilla,École Primaire,Collège Pierre et Marie Curie,Klasse 1,sofía.rodríguez268@edu,12.050887758652102,8,A-Level
STU_001600,Davies,Amelia,M,4,USA,Montreal,University,North High School,Grade 12,ikram.bennani134@school.edu,16.260817421528625,9,PhD
STU_000775,Martin,James,F,10,Espagne,Paris,Universidad,Université Cadi Ayyad,1º ESO,sophia.anderson229@school.edu,14.115272893329237,9,Grado
STU_000267,Martín,Isla,M,8,Espagne,Winnipeg,Université,Adams Middle School,Klasse 8,karim.benali419@school.edu,16.560824398357006,3,Grado
STU_000496,González,Sophia,F,9,USA,Bristol,Primaria,Lycée Descartes,Grade 12,louise.bernard241@school.edu,16.76177169973791,8,A-Level
STU_000925,Chakir,Amine,M,17,Maroc,Düsseldorf,University,Lycée Janson de Sailly,Terminale,luis.meyer73@school.edu,12.8643505019407,15,Doctorat
STU_001485,Davies,Lena,M,8,USA,Winnipeg,High School,Lycée Henri IV,1ère Bac,karim.bennani833@edu,11.946482599261056,4,A-Level
STU_000349,Evans,Benjamin,M,8,Canada,Edmonton,Secondary School,UCL,Grade 6,liam.smith470@edu,16.21356842655683,6,Master's
STU_000855,Wilson,Lucía,M,11,Canada,Hamburg,Secondary School,Université Mohammed V,Grade 2,daniela.lópez33@school.edu,12.47553316332619,1,Master
STU_001724,Williams,Isabella,M,7,Canada,San Francisco,Secondary School,University of Toronto,Year 10,harry.johnson510@school.edu,14.7351402571637,7,PhD
STU_001183,Sqalli,Hugo,F,15,Maroc,Oujda,Lycée,Collège Pierre et Marie Curie,Master 1,mia.weber644@edu,12.520654489117288,6,Licence
STU_001662,Fassi,Jessica,M,19,USA,Toulouse,Middle School,Westminster School,CE2,daniel.davis773@edu,11.533371411679438,5,PhD
STU_001779,Schmidt,Lina,M,8,Allemagne,Berlin,Gymnasium,Kant-Gymnasium,3. Semester,amelia.garcia444@school.edu,12.011689008669457,13,Abitur
STU_001301,González,Lina,F,17,Allemagne,Houston,Grundschule,Universität Heidelberg,Klasse 3,nour.tazi916@school.edu,13.749818061049599,4,Bachelor
STU_001821,Taylor,Emily,M,7,France,Marrakech,Lycée,École Mohammed V,4º Curso,lea.leroy678@school.edu,17.273529969930088,9,Bachelor's
STU_001162,Hoffmann,Lena,F,18,Allemagne,Rabat,Universität,Goethe-Gymnasium,Grade 7,ali.bennani746@school.edu,12.064026987577098,9,Doktor
STU_001492,Johnson,Noah,F,9,UK,Düsseldorf,Secondary School,St. Mary's Primary,First Year,youssef.elamrani985@school.edu,13.806051737703983,9,Bachelor's
STU_000958,Martin,Mehdi,M,12,Allemagne,Fès,Lycée,École Jules Ferry,Year 3,marie.schmidt272@edu,16.815479593967723,4,ESO
STU_001976,Gómez,Sofía,F,21,Espagne,Tanger,Universidad,Instituto Giner de los Ríos,2º Curso,sofía.martín366@school.edu,16.629544703776286,19,Máster
STU_001308,Johnson,Daniel,M,10,Allemagne,Los Angeles,Primary School,Central High School,1ère Bac,lina.schulz728@school.edu,15.750650090656693,7,PhD
STU_000129,Rodriguez,James,M,8,Canada,Bristol,Secondary School,Pine Elementary,Second Year,hugo.fernández619@edu,16.487545385791385,0,PhD
STU_001368,Meyer,Jonas,M,20,Maroc,Casablanca,Universität,Universität Heidelberg,Klasse 4,david.garcia949@school.edu,13.62219426436975,1,Abitur
STU_000656,Wilson,Emma,F,9,Allemagne,Oxford,Secondary School,Collège Molière,Grade 5,jack.wilson601@school.edu,13.95485671001141,8,Máster
STU_001952,Johnson,David,M,11,Canada,Winnipeg,Middle School,Université Lyon 1,Grade 12,lucas.bernard398@school.edu,16.107882567436068,8,GCSE
STU_000376,Taylor,Harry,M,8,Canada,Meknès,École Primaire,Collège Molière,1ère Bac,harper.smith778@school.edu,17.25931493124029,9,PhD
STU_000412,Petit,Ethan,M,22,France,Lille,Secundaria,Universidad de Salamanca,1ère année,sophia.davis138@school.edu,16.321178221917442,6,Licence
STU_001550,El Amrani,Mehdi,M,9,France,Bilbao,Université,Kant-Gymnasium,CP,ethan.roy289@school.edu,11.629697535417511,4,Master
STU_000647,Jones,Emily,M,7,USA,Chicago,Secondary School,Vancouver High School,4º Primaria,amelia.brown638@school.edu,15.016783788702712,2,PhD
STU_001522,Hoffmann,Valeria,M,5,Allemagne,Nantes,Secondary School,Eton College,6. Semester,manon.bernard492@school.edu,12.692323316466673,14,PhD
STU_001545,Schneider,Paul,M,5,Allemagne,Stuttgart,Universität,Goethe Grundschule,1º ESO,valeria.garcía665@school.edu,13.2764316473634,17,Abitur
STU_000133,Fernández,Anna,M,8,Canada,Toulouse,Secondary School,Collège Averroès,4ème année,julia.martín873@edu,13.256036473223785,8,Máster
STU_001396,Garcia,Amina,F,17,Allemagne,Frankfurt,University,Westminster School,Klasse 1,gabriel.thomas792@school.edu,10.850997375879407,7,Master
STU_000804,Sqalli,Emma,M,16,France,Strasbourg,Collège,Lycée Mohammed V,Year 12,louis.robert238@school.edu,16.46435341200628,4,Brevet
STU_001013,Rodríguez,Harry,F,19,Espagne,Zaragoza,Secundaria,École Ibn Sina,6ème année,zoe.durand899@school.edu,13.988130265480882,7,Doctorado
STU_001630,Petit,Alba,F,13,Allemagne,Paris,Secundaria,Collège Molière,4. Semester,daniela.perez145@school.edu,13.689399060937802,1,Bachelor
